"Source","Target","Type","Weight","Source_CpG_Gene","Target_CpG_Gene"
"cg10749994","cg18961064","CpG-CpG",7.11553385347805,"DNMT3A","CARKD"
"cg02969422","cg10729426","CpG-CpG",7.10848903301546,"KIAA1244","ZNF549"
"cg13711238","cg22476027","CpG-CpG",7.10318721071513,"FAM110B","NR2E1"
"cg03621841","cg09549949","CpG-CpG",7.10034922736634,"ZNF423","HDAC4"
"cg19462022","cg04155024","CpG-CpG",7.09614465642223,"RASA3","PIGA"
"cg09217215","cg09228833","CpG-CpG",7.0934813320797,"PAX6","ZNF217"
"cg26607103","cg10378325","CpG-CpG",7.09018781280332,"ANK3","CLCA2"
"cg00305774","cg00999904","CpG-CpG",7.08765538442087,"TMEM88B","ALLC"
"cg11464571","cg13036352","CpG-CpG",7.0861692456889,"GNAI1","KIAA1949"
"cg20059012","cg20981848","CpG-CpG",7.08309452193247,"RARG","BTBD3"
"cg24587400","cg12308391","CpG-CpG",7.07319440970568,"BIN1","NCAM1"
"cg21049501","cg11458533","CpG-CpG",7.06140773596606,"SOX9","SND1"
"cg21049501","cg02589899","CpG-CpG",7.06096110678317,"SOX9","MOG"
"cg13711238","cg06754557","CpG-CpG",7.05151649408649,"FAM110B","STK39"
"cg15224291","cg15668468","CpG-CpG",7.04924563017651,"MBP","VAX1"
"cg07645529","cg08304084","CpG-CpG",7.04529948851773,"TMTC4","SALL1"
"cg06287775","cg18961064","CpG-CpG",7.04268241845689,"FOXK1","CARKD"
"cg03437140","cg25037165","CpG-CpG",7.03312448233133,"KLHDC4","TEAD1"
"cg05556923","cg21902966","CpG-CpG",7.03135987724438,"PDGFA","SATB1"
"cg04102296","cg25037165","CpG-CpG",7.02330525319165,"NCAM1","TEAD1"
"cg21049501","cg06728055","CpG-CpG",7.01371432589769,"SOX9","WWTR1"
"cg07645529","cg04426802","CpG-CpG",7.00681842199258,"TMTC4","FAM53B"
"cg27107893","cg22476027","CpG-CpG",6.99802165281138,"NR3C1","NR2E1"
"cg13711238","cg13676902","CpG-CpG",6.99570851219724,"FAM110B","ZMIZ1"
"cg02067585","cg13411923","CpG-CpG",6.99467657165973,"ATP11A","WDR66"
"cg13676902","cg10378325","CpG-CpG",6.99451636214576,"ZMIZ1","CLCA2"
"cg17140299","cg25282951","CpG-CpG",6.98420321967085,"TXNL1","KIAA1026"
"cg20981848","cg06063519","CpG-CpG",6.98395928627046,"BTBD3","IGF1R"
"cg05556923","cg00999904","CpG-CpG",6.97838254757004,"PDGFA","ALLC"
"cg20059012","cg16897216","CpG-CpG",6.97557977895088,"RARG","HSD11B1"
"cg12813797","cg19462022","CpG-CpG",6.97089631467515,"TAAR6","RASA3"
"cg11464571","cg12813797","CpG-CpG",6.96716789951373,"GNAI1","TAAR6"
"cg10876863","cg15668468","CpG-CpG",6.96704689280651,"TFB1M","VAX1"
"cg01931994","cg11918049","CpG-CpG",6.96040270357921,"FAM5B","MAP4K4"
"cg23978242","cg25006077","CpG-CpG",6.95564573358488,"DIP2C","MBNL1"
"cg01931994","cg19027424","CpG-CpG",6.9550218205352,"FAM5B","SH3PXD2B"
"cg21049501","cg25841625","CpG-CpG",6.94765532767307,"SOX9","SCARB2"
"cg22476027","cg04155024","CpG-CpG",6.9451544863272,"NR2E1","PIGA"
"cg11946963","cg04102296","CpG-CpG",6.93879247313187,"NCAM1","NCAM1"
"cg02011981","cg14105458","CpG-CpG",6.93540983886245,"CTTN","ABCA2"
"cg24301250","cg21902966","CpG-CpG",6.93137386116628,"KIRREL3","SATB1"
"cg19961800","cg06063519","CpG-CpG",6.91918181212065,"SYT16","IGF1R"
"cg02067585","cg23866687","CpG-CpG",6.91487040288847,"ATP11A","MAML2"
"cg20532937","cg10378325","CpG-CpG",6.90936307694734,"FRMD4A","CLCA2"
"cg21049501","cg24567464","CpG-CpG",6.90921705853494,"SOX9","DBNDD2"
"cg13711238","cg11946963","CpG-CpG",6.89892912907645,"FAM110B","NCAM1"
"cg10335067","cg10378325","CpG-CpG",6.89831549046483,"WDR89","CLCA2"
"cg13676902","cg22549545","CpG-CpG",6.88404866204357,"ZMIZ1","RPS6KA2"
"cg13711238","cg27107893","CpG-CpG",6.87796834779779,"FAM110B","NR3C1"
"cg00765686","cg10087036","CpG-CpG",6.87353345937447,"NHS","ITPRIPL2"
"cg21598067","cg23978242","CpG-CpG",6.87241575237709,"PSD3","DIP2C"
"cg07645529","cg09228833","CpG-CpG",6.871596921286,"TMTC4","ZNF217"
"cg05058069","cg00999904","CpG-CpG",6.87083608606872,"BANP","ALLC"
"cg05183646","cg09228833","CpG-CpG",6.86940805828711,"SGK1","ZNF217"
"cg09228833","cg25037165","CpG-CpG",6.86867206838299,"ZNF217","TEAD1"
"cg05183646","cg08370787","CpG-CpG",6.8645811225786,"SGK1","ADRB2"
"cg23978242","cg18722124","CpG-CpG",6.86346047902853,"DIP2C","ZNF536"
"cg06063519","cg11918049","CpG-CpG",6.84121399456897,"IGF1R","MAP4K4"
"cg07891862","cg21902966","CpG-CpG",6.8411125242512,"PTK2","SATB1"
"cg00765686","cg00397274","CpG-CpG",6.83967438218512,"NHS","HDAC4"
"cg14501977","cg10378325","CpG-CpG",6.82963203187764,"CCDC92","CLCA2"
"cg25017994","cg05556923","CpG-CpG",6.82611144897709,"MOG","PDGFA"
"cg23978242","cg21583016","CpG-CpG",6.81244768707569,"DIP2C","CAMTA1"
"cg11464571","cg06287775","CpG-CpG",6.7951309866603,"GNAI1","FOXK1"
"cg15224291","cg04155024","CpG-CpG",6.79215013342566,"MBP","PIGA"
"cg09929879","cg00765686","CpG-CpG",6.7888440709139,"DIP2C","NHS"
"cg21743623","cg04155024","CpG-CpG",6.7855253816164,"ATP2C1","PIGA"
"cg10351284","cg27107893","CpG-CpG",6.78084953924298,"MTSS1","NR3C1"
"cg09231673","cg22502450","CpG-CpG",6.77638979155942,"DEPDC7","H1FOO"
"cg04102296","cg19462022","CpG-CpG",6.77021746377244,"NCAM1","RASA3"
"cg02067585","cg03621841","CpG-CpG",6.76307940452579,"ATP11A","ZNF423"
"cg21049501","cg20819482","CpG-CpG",6.7581443921955,"SOX9","TNKS"
"cg07108579","cg08304084","CpG-CpG",6.75495915680588,"SATB1","SALL1"
"cg13939297","cg07891862","CpG-CpG",6.74802391206528,"HCFC2","PTK2"
"cg24873410","cg15039797","CpG-CpG",6.74612105997395,"RPS6KA2","HIPK2"
"cg22022671","cg15668468","CpG-CpG",6.72656817667268,"EDIL3","VAX1"
"cg07645529","cg07660750","CpG-CpG",6.72602635990178,"TMTC4","PAX6"
"cg10749994","cg02067585","CpG-CpG",6.71240915988827,"DNMT3A","ATP11A"
"cg08199056","cg07891862","CpG-CpG",6.71216370562921,"PAX6","PTK2"
"cg24873410","cg27111053","CpG-CpG",6.7097055516148,"RPS6KA2","CADPS"
"cg02067585","cg06728055","CpG-CpG",6.70544013676769,"ATP11A","WWTR1"
"cg10749994","cg00765686","CpG-CpG",6.70382400659286,"DNMT3A","NHS"
"cg07108579","cg05058069","CpG-CpG",6.70055461608522,"SATB1","BANP"
"cg04155024","cg06200397","CpG-CpG",6.70002050573173,"PIGA","MICAL3"
"cg07026882","cg15773893","CpG-CpG",6.6971932519867,"ATP11A","DOCK10"
"cg21743623","cg03070236","CpG-CpG",6.67513554110404,"ATP2C1","ADCY9"
"cg14105458","cg09549949","CpG-CpG",6.67254249703686,"ABCA2","HDAC4"
"cg11464571","cg19462022","CpG-CpG",6.6718561542296,"GNAI1","RASA3"
"cg20059012","cg16937168","CpG-CpG",6.66514793551866,"RARG","SNED1"
"cg19961800","cg08304084","CpG-CpG",6.66400702168893,"SYT16","SALL1"
"cg10378325","cg04155024","CpG-CpG",6.66013458539049,"CLCA2","PIGA"
"cg20059012","cg09228833","CpG-CpG",6.64945857935117,"RARG","ZNF217"
"cg23090824","cg06728055","CpG-CpG",6.64941499756086,"PDE7B","WWTR1"
"cg10729426","cg24993990","CpG-CpG",6.64578908830986,"ZNF549","CSRNP3"
"cg01931994","cg07249433","CpG-CpG",6.64141213133544,"FAM5B","INPP5A"
"cg23866687","cg04020590","CpG-CpG",6.63507105020582,"MAML2","GRTP1"
"cg09549949","cg23866687","CpG-CpG",6.63309431845414,"HDAC4","MAML2"
"cg00765686","cg06223834","CpG-CpG",6.6316999533594,"NHS","ADCY9"
"cg11257935","cg06059360","CpG-CpG",6.63055436492045,"CNOT8","NKTR"
"cg18961064","cg24993990","CpG-CpG",6.62921909097091,"CARKD","CSRNP3"
"cg05556923","cg13676902","CpG-CpG",6.6250476199964,"PDGFA","ZMIZ1"
"cg09929879","cg18812058","CpG-CpG",6.60260887096233,"DIP2C","SAMD12"
"cg08826152","cg08370787","CpG-CpG",6.59316426151036,"ADORA2B","ADRB2"
"cg26244646","cg19027424","CpG-CpG",6.5921508454469,"BCAS3","SH3PXD2B"
"cg19758859","cg18961064","CpG-CpG",6.59015618341217,"SASH1","CARKD"
"cg26696870","cg12546981","CpG-CpG",6.58822016665748,"BAIAP2","TAAR6"
"cg09929879","cg25017994","CpG-CpG",6.58682457134546,"DIP2C","MOG"
"cg16819392","cg10351284","CpG-CpG",6.58676098516094,"ARMC3","MTSS1"
"cg06287775","cg23190164","CpG-CpG",6.58161007923594,"FOXK1","LGR5"
"cg24631609","cg04155024","CpG-CpG",6.5790496216649,"NCOR2","PIGA"
"cg20981848","cg13282971","CpG-CpG",6.56959856621591,"BTBD3","AHNAK"
"cg11724557","cg00497472","CpG-CpG",6.56805581279448,"C14orf80","GAK"
"cg07645529","cg00397274","CpG-CpG",6.56635689855424,"TMTC4","HDAC4"
"cg05556923","cg15773893","CpG-CpG",6.56590119427037,"PDGFA","DOCK10"
"cg01931994","cg27107893","CpG-CpG",6.56550998782801,"FAM5B","NR3C1"
"cg06063519","cg14794936","CpG-CpG",6.56075749436306,"IGF1R","LDB3"
"cg04426802","cg06059360","CpG-CpG",6.5558557289355,"FAM53B","NKTR"
"cg00701918","cg25282951","CpG-CpG",6.55472987525806,"RPTOR","KIAA1026"
"cg22022671","cg07660750","CpG-CpG",6.55072569706468,"EDIL3","PAX6"
"cg00701918","cg06059360","CpG-CpG",6.5336909390831,"RPTOR","NKTR"
"cg01931994","cg08826152","CpG-CpG",6.52884460814982,"FAM5B","ADORA2B"
"cg04468081","cg21902966","CpG-CpG",6.52665562928714,"MCF2L2","SATB1"
"cg11672338","cg11464571","CpG-CpG",6.521627950528,"DIP2C","GNAI1"
"cg17424433","cg20532937","CpG-CpG",6.50266824804596,"CLCA2","FRMD4A"
"cg07645529","cg19758859","CpG-CpG",6.50046507225904,"TMTC4","SASH1"
"cg09929879","cg18961064","CpG-CpG",6.48873949946292,"DIP2C","CARKD"
"cg10729426","cg11601375","CpG-CpG",6.48730025024077,"ZNF549","KRT6B"
"cg21049501","cg10876863","CpG-CpG",6.47939133172085,"SOX9","TFB1M"
"cg02067585","cg25037165","CpG-CpG",6.47843802719729,"ATP11A","TEAD1"
"cg05099464","cg04155024","CpG-CpG",6.45445473473832,"ARHGEF12","PIGA"
"cg24587400","cg16001422","CpG-CpG",6.43919313977377,"BIN1","PLEC1"
"cg11918049","cg04155024","CpG-CpG",6.43909779891707,"MAP4K4","PIGA"
"cg17140299","cg04155024","CpG-CpG",6.43585432292726,"TXNL1","PIGA"
"cg11464571","cg08170837","CpG-CpG",6.43446909418905,"GNAI1","RYBP"
"cg10729426","cg15668468","CpG-CpG",6.42862313976945,"ZNF549","VAX1"
"cg13921308","cg04155024","CpG-CpG",6.41824083029188,"PROX1","PIGA"
"cg09217215","cg25037165","CpG-CpG",6.40980370182963,"PAX6","TEAD1"
"cg13676902","cg00637826","CpG-CpG",6.40976203856008,"ZMIZ1","DUSP16"
"cg15874425","cg25037165","CpG-CpG",6.39931028601956,"RTN1","TEAD1"
"cg06063519","cg22549545","CpG-CpG",6.39446701982965,"IGF1R","RPS6KA2"
"cg07645529","cg01879893","CpG-CpG",6.38214917497783,"TMTC4","PON1"
"cg12308391","cg20059012","CpG-CpG",6.38179462494808,"NCAM1","RARG"
"cg07108579","cg14501977","CpG-CpG",6.37848918676771,"SATB1","CCDC92"
"cg09231673","cg20532937","CpG-CpG",6.37823565214552,"DEPDC7","FRMD4A"
"cg21049501","cg00397274","CpG-CpG",6.37508462501188,"SOX9","HDAC4"
"cg11946963","cg21002223","CpG-CpG",6.36504359514883,"NCAM1","MFHAS1"
"cg05556923","cg01879893","CpG-CpG",6.3449896906321,"PDGFA","PON1"
"cg25282951","cg13036352","CpG-CpG",6.34290601430179,"KIAA1026","KIAA1949"
"cg02067585","cg12567635","CpG-CpG",6.33848811123926,"ATP11A","SYNJ2"
"cg10729426","cg12567635","CpG-CpG",6.33129504814206,"ZNF549","SYNJ2"
"cg02067585","cg01931994","CpG-CpG",6.33045574449686,"ATP11A","FAM5B"
"cg13711238","cg21049501","CpG-CpG",6.32929114277511,"FAM110B","SOX9"
"cg11464571","cg04209913","CpG-CpG",6.32826980096717,"GNAI1","GDNF"
"cg05556923","cg24873410","CpG-CpG",6.32124761975161,"PDGFA","RPS6KA2"
"cg24587400","cg06063519","CpG-CpG",6.31674048405441,"BIN1","IGF1R"
"cg04426802","cg17424433","CpG-CpG",6.31365001184961,"FAM53B","CLCA2"
"cg09224689","cg03070236","CpG-CpG",6.31359015846383,"PAX6","ADCY9"
"cg10729426","cg21598067","CpG-CpG",6.31092485374552,"ZNF549","PSD3"
"cg14294859","cg04155024","CpG-CpG",6.30228300165319,"SLC25A25","PIGA"
"cg21002223","cg01879893","CpG-CpG",6.30139191400526,"MFHAS1","PON1"
"cg17140299","cg22502450","CpG-CpG",6.30117191552575,"TXNL1","H1FOO"
"cg07891862","cg08370787","CpG-CpG",6.28600374837929,"PTK2","ADRB2"
"cg17424433","cg04155024","CpG-CpG",6.27991793899706,"CLCA2","PIGA"
"cg13221107","cg09549949","CpG-CpG",6.279277848386,"KRT6B","HDAC4"
"cg10749994","cg09591867","CpG-CpG",6.27757131716981,"DNMT3A","AATK"
"cg09549949","cg25037165","CpG-CpG",6.27737485170226,"HDAC4","TEAD1"
"cg22193385","cg06059360","CpG-CpG",6.26409911401486,"KRT7","NKTR"
"cg05598246","cg25282951","CpG-CpG",6.26347604417651,"MOG","KIAA1026"
"cg04468081","cg06063519","CpG-CpG",6.26320086854134,"MCF2L2","IGF1R"
"cg18812058","cg08370787","CpG-CpG",6.25745934568836,"SAMD12","ADRB2"
"cg26681770","cg07026882","CpG-CpG",6.24041635776963,"PMEPA1","ATP11A"
"cg10729426","cg22022671","CpG-CpG",6.2373622051293,"ZNF549","EDIL3"
"cg14105458","cg02067585","CpG-CpG",6.23697846040209,"ABCA2","ATP11A"
"cg22022671","cg12546981","CpG-CpG",6.23107361212502,"EDIL3","TAAR6"
"cg09217215","cg04155024","CpG-CpG",6.22687293737379,"PAX6","PIGA"
"cg10729426","cg14241894","CpG-CpG",6.22053697658028,"ZNF549","SH3BP4"
"cg09929879","cg04849985","CpG-CpG",6.21785440581366,"DIP2C","GNG12"
"cg24587400","cg15773893","CpG-CpG",6.21769694250455,"BIN1","DOCK10"
"cg10729426","cg19758859","CpG-CpG",6.21728123563938,"ZNF549","SASH1"
"cg10729426","cg11970797","CpG-CpG",6.21298164077521,"ZNF549","CRYL1"
"cg02067585","cg10351284","CpG-CpG",6.20488567181247,"ATP11A","MTSS1"
"cg07108579","cg04155024","CpG-CpG",6.20412143904072,"SATB1","PIGA"
"cg10645314","cg06728055","CpG-CpG",6.18046691401763,"ALLC","WWTR1"
"cg11464571","cg03805182","CpG-CpG",6.18012394634219,"GNAI1","ZFHX3"
"cg21049501","cg06783058","CpG-CpG",6.17615611206255,"SOX9","PYCRL"
"cg07026882","cg27107893","CpG-CpG",6.16564030956402,"ATP11A","NR3C1"
"cg02969422","cg05556923","CpG-CpG",6.15954633996636,"KIAA1244","PDGFA"
"cg07026882","cg27111053","CpG-CpG",6.15815803857444,"ATP11A","CADPS"
"cg23978242","cg21002223","CpG-CpG",6.14965287484191,"DIP2C","MFHAS1"
"cg02011981","cg08304084","CpG-CpG",6.14800156172668,"CTTN","SALL1"
"cg00305774","cg11724557","CpG-CpG",6.14581274392217,"TMEM88B","C14orf80"
"cg05183646","cg11464571","CpG-CpG",6.14065841252127,"SGK1","GNAI1"
"cg06287775","cg22549545","CpG-CpG",6.13963000245749,"FOXK1","RPS6KA2"
"cg10645314","cg24993990","CpG-CpG",6.13855411773414,"ALLC","CSRNP3"
"cg18180230","cg01931994","CpG-CpG",6.13340725994926,"SFRS2B","FAM5B"
"cg00765686","cg07249433","CpG-CpG",6.13101025706485,"NHS","INPP5A"
"cg09929879","cg04426802","CpG-CpG",6.12784057493375,"DIP2C","FAM53B"
"cg00701918","cg10729426","CpG-CpG",6.12650810243278,"RPTOR","ZNF549"
"cg11672338","cg07026882","CpG-CpG",6.10944263732534,"DIP2C","ATP11A"
"cg03182620","cg15668468","CpG-CpG",6.10885366984242,"DIP2C","VAX1"
"cg06063519","cg18812058","CpG-CpG",6.10733798342077,"IGF1R","SAMD12"
"cg21078322","cg04155024","CpG-CpG",6.10536697228193,"SGK1","PIGA"
"cg09929879","cg08614334","CpG-CpG",6.09997640233801,"DIP2C","ACCN4"
"cg07645529","cg04020590","CpG-CpG",6.09040958297068,"TMTC4","GRTP1"
"cg13711238","cg22821358","CpG-CpG",6.0904064526096,"FAM110B","MIR181B1"
"cg20981848","cg16001422","CpG-CpG",6.08523481658045,"BTBD3","PLEC1"
"cg03621841","cg13221107","CpG-CpG",6.07213215949725,"ZNF423","KRT6B"
"cg05556923","cg10378325","CpG-CpG",6.06653871653515,"PDGFA","CLCA2"
"cg27287823","cg12546981","CpG-CpG",6.06550868164685,"CUGBP2","TAAR6"
"cg01931994","cg13831540","CpG-CpG",6.06281742552169,"FAM5B","MESTIT1"
"cg14009912","cg23978242","CpG-CpG",6.0601201574899,"SHC3","DIP2C"
"cg09929879","cg20532937","CpG-CpG",6.05750753258118,"DIP2C","FRMD4A"
"cg07645529","cg02589899","CpG-CpG",6.05230427622948,"TMTC4","MOG"
"cg27287823","cg23866687","CpG-CpG",6.04534483757486,"CUGBP2","MAML2"
"cg18961064","cg00637826","CpG-CpG",6.04412281353071,"CARKD","DUSP16"
"cg11672338","cg05556923","CpG-CpG",6.0428055687632,"DIP2C","PDGFA"
"cg20477160","cg20532937","CpG-CpG",6.04022616859784,"SH3BP4","FRMD4A"
"cg11946963","cg11464571","CpG-CpG",6.03453029332754,"NCAM1","GNAI1"
"cg12308391","cg25037165","CpG-CpG",6.02314383106769,"NCAM1","TEAD1"
"cg14105458","cg22549545","CpG-CpG",6.0105775392991,"ABCA2","RPS6KA2"
"cg01784548","cg11464571","CpG-CpG",6.00854111450909,"RAC1","GNAI1"
"cg07026882","cg23978242","CpG-CpG",6.00049375889591,"ATP11A","DIP2C"
"cg07645529","cg11970797","CpG-CpG",5.99298221861979,"TMTC4","CRYL1"
"cg20059012","cg10645314","CpG-CpG",5.9927626437323,"RARG","ALLC"
"cg00999904","cg06063519","CpG-CpG",5.99081104660291,"ALLC","IGF1R"
"cg19389468","cg18961064","CpG-CpG",5.98936036366068,"HMG20A","CARKD"
"cg17531430","cg10645314","CpG-CpG",5.98772462734243,"BIN1","ALLC"
"cg12546981","cg27111053","CpG-CpG",5.96186388986001,"TAAR6","CADPS"
"cg01931994","cg01904243","CpG-CpG",5.95862435695589,"FAM5B","C14orf43"
"cg11724557","cg10749994","CpG-CpG",5.95698385710359,"C14orf80","DNMT3A"
"cg10335067","cg08370787","CpG-CpG",5.95522657988352,"WDR89","ADRB2"
"cg20059012","cg08370787","CpG-CpG",5.95211036114221,"RARG","ADRB2"
"cg07891862","cg00246969","CpG-CpG",5.94853009929933,"PTK2","STK24"
"cg21049501","cg05099464","CpG-CpG",5.94778351837947,"SOX9","ARHGEF12"
"cg23978242","cg24682512","CpG-CpG",5.943520761514,"DIP2C","GRM3"
"cg00305774","cg04020590","CpG-CpG",5.94177704999942,"TMEM88B","GRTP1"
"cg00765686","cg11918049","CpG-CpG",5.94157115824178,"NHS","MAP4K4"
"cg02067585","cg06063519","CpG-CpG",5.94012833772581,"ATP11A","IGF1R"
"cg13221107","cg13036352","CpG-CpG",5.93595017602841,"KRT6B","KIAA1949"
"cg03437140","cg04545636","CpG-CpG",5.93062354235977,"KLHDC4","CUGBP2"
"cg13711238","cg15224291","CpG-CpG",5.92678861907798,"FAM110B","MBP"
"cg04426802","cg17402907","CpG-CpG",5.91595202861078,"FAM53B","KCNQ1"
"cg06063519","cg01879893","CpG-CpG",5.9152668218116,"IGF1R","PON1"
"cg10729426","cg16083711","CpG-CpG",5.90156729496119,"ZNF549","GRIN2B"
"cg10645314","cg08304084","CpG-CpG",5.90096571998095,"ALLC","SALL1"
"cg03437140","cg07026882","CpG-CpG",5.89694754218154,"KLHDC4","ATP11A"
"cg23978242","cg21114429","CpG-CpG",5.89393776112416,"DIP2C","C14orf138"
"cg21078322","cg07891862","CpG-CpG",5.89154143556111,"SGK1","PTK2"
"cg03437140","cg05556923","CpG-CpG",5.88848217953816,"KLHDC4","PDGFA"
"cg04426802","cg16001422","CpG-CpG",5.88088641693364,"FAM53B","PLEC1"
"cg19549898","cg11257935","CpG-CpG",5.87785764887863,"PLEKHH1","CNOT8"
"cg11724557","cg14105458","CpG-CpG",5.87491500481295,"C14orf80","ABCA2"
"cg10729426","cg13770573","CpG-CpG",5.87374409923126,"ZNF549","AGAP1"
"cg24587400","cg24567464","CpG-CpG",5.87252837635961,"BIN1","DBNDD2"
"cg22502450","cg12546981","CpG-CpG",5.87139016548199,"H1FOO","TAAR6"
"cg08826152","cg04155024","CpG-CpG",5.86484243439136,"ADORA2B","PIGA"
"cg19462022","cg19027424","CpG-CpG",5.86004467425639,"RASA3","SH3PXD2B"
"cg22193385","cg11257935","CpG-CpG",5.85880260710693,"KRT7","CNOT8"
"cg22193385","cg01931994","CpG-CpG",5.85552085341905,"KRT7","FAM5B"
"cg14501977","cg03070236","CpG-CpG",5.84379986733014,"CCDC92","ADCY9"
"cg05058069","cg06294954","CpG-CpG",5.83846627863288,"BANP","CUX1"
"cg06063519","cg06728055","CpG-CpG",5.83761321289842,"IGF1R","WWTR1"
"cg20532937","cg10610648","CpG-CpG",5.83451673568975,"FRMD4A","FBXO18"
"cg02011981","cg24873410","CpG-CpG",5.83378555459977,"CTTN","RPS6KA2"
"cg19961800","cg20532937","CpG-CpG",5.83137405178082,"SYT16","FRMD4A"
"cg09231673","cg09228833","CpG-CpG",5.83107062210088,"DEPDC7","ZNF217"
"cg18180230","cg04155024","CpG-CpG",5.8295054802078,"SFRS2B","PIGA"
"cg20059012","cg26696870","CpG-CpG",5.8249207176678,"RARG","BAIAP2"
"cg00701918","cg07108579","CpG-CpG",5.8150397717838,"RPTOR","SATB1"
"cg24587400","cg03182620","CpG-CpG",5.80943227450186,"BIN1","DIP2C"
"cg21049501","cg25006077","CpG-CpG",5.80919521022007,"SOX9","MBNL1"
"cg10729426","cg22923154","CpG-CpG",5.80875874209214,"ZNF549","FMNL2"
"cg01931994","cg26147269","CpG-CpG",5.80543619856545,"FAM5B","HDAC11"
"cg21049501","cg11918049","CpG-CpG",5.80298173579222,"SOX9","MAP4K4"
"cg00999904","cg19690879","CpG-CpG",5.80181736056263,"ALLC","TM2D3"
"cg04468081","cg13939297","CpG-CpG",5.80074356499605,"MCF2L2","HCFC2"
"cg04426802","cg11740348","CpG-CpG",5.79156337767311,"FAM53B","INPP5A"
"cg10749994","cg26681770","CpG-CpG",5.78727502632735,"DNMT3A","PMEPA1"
"cg11724557","cg08304084","CpG-CpG",5.78511034968836,"C14orf80","SALL1"
"cg12546981","cg16897216","CpG-CpG",5.78343819809432,"TAAR6","HSD11B1"
"cg08543244","cg15668468","CpG-CpG",5.77830300045105,"C7orf31","VAX1"
"cg07026882","cg13831540","CpG-CpG",5.7762467931174,"ATP11A","MESTIT1"
"cg00999904","cg25037165","CpG-CpG",5.75968369696949,"ALLC","TEAD1"
"cg07026882","cg10378325","CpG-CpG",5.75787329191812,"ATP11A","CLCA2"
"cg10729426","cg18537383","CpG-CpG",5.75766779413171,"ZNF549","MCPH1"
"cg17424433","cg26607103","CpG-CpG",5.75342293324881,"CLCA2","ANK3"
"cg20981848","cg06728055","CpG-CpG",5.74988473371512,"BTBD3","WWTR1"
"cg07645529","cg10749994","CpG-CpG",5.74954037575536,"TMTC4","DNMT3A"
"cg00305774","cg08614334","CpG-CpG",5.74682922145831,"TMEM88B","ACCN4"
"cg04155024","cg22255773","CpG-CpG",5.73662604092574,"PIGA","DPP6"
"cg20059012","cg24567464","CpG-CpG",5.73508590597689,"RARG","DBNDD2"
"cg04545636","cg16001422","CpG-CpG",5.73239902960469,"CUGBP2","PLEC1"
"cg13711238","cg24631609","CpG-CpG",5.72998237914931,"FAM110B","NCOR2"
"cg04426802","cg20502039","CpG-CpG",5.7256183443296,"FAM53B","SLC25A13"
"cg01879893","cg15773893","CpG-CpG",5.71858823289234,"PON1","DOCK10"
"cg25017994","cg11464571","CpG-CpG",5.71855359174882,"MOG","GNAI1"
"cg10749994","cg03070236","CpG-CpG",5.71509926143404,"DNMT3A","ADCY9"
"cg23460943","cg06728055","CpG-CpG",5.70994893165626,"SCARB1","WWTR1"
"cg25282951","cg03070236","CpG-CpG",5.70838721325151,"KIAA1026","ADCY9"
"cg10351284","cg19462022","CpG-CpG",5.70653293152963,"MTSS1","RASA3"
"cg13711238","cg22234930","CpG-CpG",5.70227593308538,"FAM110B","PKM2"
"cg19690879","cg03070236","CpG-CpG",5.7016042978438,"TM2D3","ADCY9"
"cg10729426","cg17531430","CpG-CpG",5.70056924029142,"ZNF549","BIN1"
"cg24587400","cg22234930","CpG-CpG",5.69971592950778,"BIN1","PKM2"
"cg20059012","cg24682512","CpG-CpG",5.69727761486531,"RARG","GRM3"
"cg17140299","cg07026882","CpG-CpG",5.69122876270243,"TXNL1","ATP11A"
"cg05183646","cg02067585","CpG-CpG",5.68797647583326,"SGK1","ATP11A"
"cg01931994","cg06063519","CpG-CpG",5.68497906710847,"FAM5B","IGF1R"
"cg03940437","cg04155024","CpG-CpG",5.68313024499669,"CCDC21","PIGA"
"cg00305774","cg07558734","CpG-CpG",5.67800595073005,"TMEM88B","C15orf21"
"cg27287823","cg07891862","CpG-CpG",5.67630720341669,"CUGBP2","PTK2"
"cg04126956","cg15668468","CpG-CpG",5.66827873974574,"TRAPPC9","VAX1"
"cg23978242","cg03805182","CpG-CpG",5.66543272484881,"DIP2C","ZFHX3"
"cg14794936","cg00637826","CpG-CpG",5.6630695112908,"LDB3","DUSP16"
"cg22022671","cg04155024","CpG-CpG",5.6629837838591,"EDIL3","PIGA"
"cg23978242","cg03406844","CpG-CpG",5.66250958041285,"DIP2C","TNFAIP6"
"cg08170837","cg09228833","CpG-CpG",5.6607903001857,"RYBP","ZNF217"
"cg09549949","cg05556923","CpG-CpG",5.66012567926442,"HDAC4","PDGFA"
"cg27287823","cg08304084","CpG-CpG",5.65507188032563,"CUGBP2","SALL1"
"cg07660750","cg06728055","CpG-CpG",5.65486455083162,"PAX6","WWTR1"
"cg02067585","cg08826152","CpG-CpG",5.65415236904614,"ATP11A","ADORA2B"
"cg24631609","cg08370787","CpG-CpG",5.65414014605316,"NCOR2","ADRB2"
"cg04426802","cg14794936","CpG-CpG",5.65369804853954,"FAM53B","LDB3"
"cg20059012","cg04126956","CpG-CpG",5.65147719370532,"RARG","TRAPPC9"
"cg11946963","cg01879893","CpG-CpG",5.65045788504552,"NCAM1","PON1"
"cg04209913","cg01879893","CpG-CpG",5.64988861500803,"GDNF","PON1"
"cg09228833","cg06728055","CpG-CpG",5.64767711514997,"ZNF217","WWTR1"
