"Source","Target","Type","Weight"
"cg07115148","cg00123762","CpG-CpG",3.20292900994418
"cg07115148","cg12480674","CpG-CpG",3.20290039010097
"cg11604377","cg21963178","CpG-CpG",3.20288955588771
"cg18644052","cg13036352","CpG-CpG",3.20287741947176
"cg22210652","cg20532937","CpG-CpG",3.20284915238993
"cg04979639","cg21963178","CpG-CpG",3.20265275351865
"cg22234930","cg06575249","CpG-CpG",3.20251845663175
"cg02067585","cg21472050","CpG-CpG",3.2024079086975
"cg06601071","cg15861102","CpG-CpG",3.20227515889618
"cg23233468","cg04155024","CpG-CpG",3.20224636957961
"cg06203243","cg08665528","CpG-CpG",3.20224426214321
"cg27642159","cg25563772","CpG-CpG",3.20212765477103
"cg21002223","cg22210652","CpG-CpG",3.20168009100987
"cg09528666","cg24635930","CpG-CpG",3.20165493619389
"cg02812487","cg25636439","CpG-CpG",3.20164193305751
"cg12186771","cg10477755","CpG-CpG",3.20154652324191
"cg07108579","cg03492850","CpG-CpG",3.20149928879121
"cg07115148","cg23866687","CpG-CpG",3.2014009323701
"cg23978242","cg26743136","CpG-CpG",3.20139001691424
"cg17098603","cg03940437","CpG-CpG",3.20116595372617
"cg12511848","cg25636439","CpG-CpG",3.20110001613092
"cg09559196","cg25527882","CpG-CpG",3.2007335950534
"cg08688169","cg08686582","CpG-CpG",3.20059184290824
"cg19961800","cg24328772","CpG-CpG",3.20052002430874
"cg20059012","cg14289852","CpG-CpG",3.20048097502261
"cg18579796","cg22951653","CpG-CpG",3.20032772426837
"cg12821663","cg00269140","CpG-CpG",3.20027144446421
"cg25636439","cg17138624","CpG-CpG",3.20026563740349
"cg22209723","cg10403753","CpG-CpG",3.20025290721788
"cg07637515","cg17936925","CpG-CpG",3.20005164846784
"cg09559196","cg17936925","CpG-CpG",3.19975466826579
"cg25017994","cg02549466","CpG-CpG",3.19973716796127
"cg16513334","cg18812058","CpG-CpG",3.1994955096551
"cg06111374","cg14289852","CpG-CpG",3.19933873343213
"cg21078322","cg08054265","CpG-CpG",3.19912628940024
"cg18961064","cg08054265","CpG-CpG",3.19904920037283
"cg04426802","cg01425836","CpG-CpG",3.19898397018501
"cg16090991","cg23099587","CpG-CpG",3.19872957458068
"cg15814154","cg15668468","CpG-CpG",3.19864793650834
"cg20215480","cg22210652","CpG-CpG",3.19853105555996
"cg06575249","cg15298019","CpG-CpG",3.19846552854695
"cg12450789","cg15668468","CpG-CpG",3.19839939526508
"cg24456616","cg10649897","CpG-CpG",3.19836569502412
"cg13333913","cg06522790","CpG-CpG",3.19814223702938
"cg03437140","cg24803059","CpG-CpG",3.19797017244669
"cg23978242","cg20901175","CpG-CpG",3.197959622723
"cg06601071","cg04641694","CpG-CpG",3.1978470166019
"cg10387912","cg00472908","CpG-CpG",3.19757769775584
"cg15968539","cg03819192","CpG-CpG",3.19753810616282
"cg17936925","cg00493363","CpG-CpG",3.1973455559337
"cg23978242","cg07195211","CpG-CpG",3.19722241841442
"cg07026882","cg11523221","CpG-CpG",3.19692385973166
"cg02632490","cg08304084","CpG-CpG",3.19689774324198
"cg23342766","cg03070236","CpG-CpG",3.19686634489506
"cg17140299","cg18959616","CpG-CpG",3.19682540058437
"cg11289406","cg06522790","CpG-CpG",3.19672134090294
"cg26384544","cg04112878","CpG-CpG",3.19669460167289
"cg27082183","cg18961064","CpG-CpG",3.19653084139091
"cg09026137","cg11397668","CpG-CpG",3.19639670901736
"cg14259255","cg24873410","CpG-CpG",3.19619255821175
"cg16594663","cg15968539","CpG-CpG",3.19605980022433
"cg11347328","cg25527882","CpG-CpG",3.196001635938
"cg23757136","cg17257916","CpG-CpG",3.19590094771542
"cg00165429","cg15968539","CpG-CpG",3.19588920550814
"cg10749994","cg16616765","CpG-CpG",3.19573273936617
"cg16341987","cg21963178","CpG-CpG",3.19568639565671
"cg14087715","cg22549545","CpG-CpG",3.19561298763834
"cg18180230","cg20988291","CpG-CpG",3.19550431215867
"cg10721278","cg12546981","CpG-CpG",3.19515906013381
"cg10729426","cg16740157","CpG-CpG",3.19503618859463
"cg21669226","cg21343436","CpG-CpG",3.19499944221219
"cg17407259","cg23925455","CpG-CpG",3.19493809076731
"cg14455142","cg15861102","CpG-CpG",3.1948234636087
"cg13349787","cg27107893","CpG-CpG",3.19480280859787
"cg10749924","cg18698628","CpG-CpG",3.19478338425193
"cg11347328","cg16001422","CpG-CpG",3.19475077779299
"cg06287775","cg23233468","CpG-CpG",3.19462846419148
"cg07508413","cg16897216","CpG-CpG",3.19460385654239
"cg00305774","cg02660271","CpG-CpG",3.19454943628215
"cg03437140","cg22210652","CpG-CpG",3.19439704070272
"cg13802844","cg26607103","CpG-CpG",3.1941847948824
"cg10749994","cg05443459","CpG-CpG",3.1941280175995
"cg16594663","cg23233468","CpG-CpG",3.19409057322949
"cg11458533","cg12505757","CpG-CpG",3.19400791729527
"cg14105458","cg19027424","CpG-CpG",3.19399069445755
"ch.13.100269732F","cg04112878","CpG-CpG",3.19396872956411
"cg20215480","cg16949898","CpG-CpG",3.19326598156953
"cg06601071","cg12248457","CpG-CpG",3.19305169097118
"cg11464571","cg24487935","CpG-CpG",3.19302242741496
"cg04426802","cg06783058","CpG-CpG",3.1926811244786
"cg21963178","cg01887322","CpG-CpG",3.19261727288664
"cg07645529","cg04641694","CpG-CpG",3.19251946713329
"cg22597914","cg03243118","CpG-CpG",3.19248365890738
"cg04500577","cg18579796","CpG-CpG",3.19233158929804
"cg10335067","cg04155024","CpG-CpG",3.19193835214069
"cg19961800","cg12450789","CpG-CpG",3.19184493505323
"cg20785674","cg03243118","CpG-CpG",3.19144370307666
"cg05598246","cg12186771","CpG-CpG",3.1913700127029
"cg08931917","cg25172127","CpG-CpG",3.19134998711632
"cg04426802","cg20988587","CpG-CpG",3.19111026107173
"cg24656269","cg12546981","CpG-CpG",3.19109888037207
"cg07564444","cg13841248","CpG-CpG",3.1909492759689
"cg27316754","cg12505757","CpG-CpG",3.19090526784576
"cg25732907","cg00224496","CpG-CpG",3.19078639911395
"cg02067585","cg26255253","CpG-CpG",3.19075547678114
"cg16513334","cg01879893","CpG-CpG",3.19058604401254
"cg00765686","cg23459483","CpG-CpG",3.19056609937777
"cg02601475","cg27313589","CpG-CpG",3.1905650730968
"cg17775180","cg05456909","CpG-CpG",3.19051435734138
"cg19282042","cg17083583","CpG-CpG",3.19030683004107
"cg02051378","cg16001422","CpG-CpG",3.19030350359337
"cg06080121","cg17424433","CpG-CpG",3.18995422266543
"cg22476027","cg08304084","CpG-CpG",3.18975848285665
"cg18158855","cg04209913","CpG-CpG",3.18966072340241
"cg20746341","cg04155024","CpG-CpG",3.18965088245803
"cg16001422","cg08370787","CpG-CpG",3.18946377162222
"cg26607103","cg15773893","CpG-CpG",3.1893656861766
"cg11629337","cg01314530","CpG-CpG",3.18933988615574
"cg00520057","cg02140384","CpG-CpG",3.18886225519514
"cg25193114","cg26147269","CpG-CpG",3.18881352590094
"cg18475523","cg21963178","CpG-CpG",3.18857297692803
"cg00305774","cg17531430","CpG-CpG",3.1885478504932
"cg18961064","cg20532937","CpG-CpG",3.18833502310754
"cg00999904","cg04384554","CpG-CpG",3.18830924079971
"cg03437140","cg19481954","CpG-CpG",3.18821906119205
"cg21049501","cg10387912","CpG-CpG",3.1882006081168
"cg00305774","cg21149266","CpG-CpG",3.18818404321593
"cg07637515","cg10749924","CpG-CpG",3.1881439352203
"cg14455142","cg20215480","CpG-CpG",3.18812750307916
"cg01897902","cg07001857","CpG-CpG",3.1880135148324
"cg00305774","cg20042412","CpG-CpG",3.18797838551085
"cg20988587","cg12567635","CpG-CpG",3.1878094675035
"cg01931994","cg12567635","CpG-CpG",3.18770605849247
"cg20876525","cg14009912","CpG-CpG",3.18752847031496
"cg07564444","cg04155024","CpG-CpG",3.1874765243927
"cg02011981","cg15039797","CpG-CpG",3.18737844204497
"cg14556646","cg12784988","CpG-CpG",3.18735545454198
"cg05443459","cg08304084","CpG-CpG",3.18727060040733
"cg27198899","cg20311092","CpG-CpG",3.18693298479667
"cg14956104","cg10838368","CpG-CpG",3.18692727175113
"cg03805182","cg14639704","CpG-CpG",3.18670645075988
"cg14105458","cg03239523","CpG-CpG",3.18653576261179
"cg05556923","cg05627821","CpG-CpG",3.18643983134019
"cg23098214","cg18006647","CpG-CpG",3.18637544138241
"cg07645529","cg00086869","CpG-CpG",3.18618576505408
"cg14639704","cg21184589","CpG-CpG",3.18589950497972
"cg17140299","cg21002223","CpG-CpG",3.18580335394054
"cg20311092","cg14918582","CpG-CpG",3.18559587223617
"cg07830160","cg00161122","CpG-CpG",3.18557265124673
"cg09216670","cg03243118","CpG-CpG",3.18535748930944
"cg18579796","cg03492850","CpG-CpG",3.18521568321381
"cg07195211","cg14060176","CpG-CpG",3.18507435291005
"cg09929879","cg01091831","CpG-CpG",3.18488923978455
"cg17098603","cg06728055","CpG-CpG",3.1848360947624
"cg01897902","cg07321497","CpG-CpG",3.18476516071757
"cg09231673","cg20405754","CpG-CpG",3.18426811498831
"cg08511957","cg07968499","CpG-CpG",3.18406490145365
"cg03492850","cg15809542","CpG-CpG",3.18402783036916
"cg06601071","cg15455536","CpG-CpG",3.18390725937549
"cg01799761","cg15139641","CpG-CpG",3.18372895380478
"cg04102296","cg16494350","CpG-CpG",3.18360029594501
"cg27136869","cg21114429","CpG-CpG",3.18335292577177
"cg10929520","cg10677018","CpG-CpG",3.18326873296501
"cg05556923","cg15455536","CpG-CpG",3.18318958749689
"cg04431061","cg02067585","CpG-CpG",3.18313576413607
"cg11261283","cg25199490","CpG-CpG",3.18299755304458
"cg22234930","cg10403753","CpG-CpG",3.18294130704734
"cg22741248","cg22210652","CpG-CpG",3.18268603580219
"cg08054265","cg11970797","CpG-CpG",3.18256086700456
"cg11347328","cg11918049","CpG-CpG",3.18217126104618
"cg07078005","cg00123762","CpG-CpG",3.18215274983627
"cg03857931","cg11231740","CpG-CpG",3.18211638899117
"cg20486607","cg10749994","CpG-CpG",3.18173016531901
"cg13333913","cg06059360","CpG-CpG",3.18147441690705
"cg09929879","cg09309214","CpG-CpG",3.181381227865
"cg00765686","cg13165840","CpG-CpG",3.18137560351795
"cg21078322","cg00644330","CpG-CpG",3.18133475550072
"cg05478517","cg22521320","CpG-CpG",3.1812029634787
"cg20059012","cg26778733","CpG-CpG",3.18118877639044
"cg03426600","cg03070236","CpG-CpG",3.18116108794586
"cg00305774","cg25996646","CpG-CpG",3.18099084068935
"cg25282951","cg21114429","CpG-CpG",3.18092142691975
"cg09286373","cg22210209","CpG-CpG",3.18087541869057
"cg11957516","cg07564444","CpG-CpG",3.18083206037278
"cg12605168","cg01314530","CpG-CpG",3.1807627852553
"cg06726406","cg20311092","CpG-CpG",3.18070805684988
"cg16937168","cg08665528","CpG-CpG",3.18060683425595
"cg00497472","cg07049996","CpG-CpG",3.1805419825991
"cg04500577","cg17384082","CpG-CpG",3.18048569846634
"cg12966202","cg02549466","CpG-CpG",3.18014613134895
"cg10645314","cg03776176","CpG-CpG",3.18009071321297
"cg00161122","cg01649713","CpG-CpG",3.1800764470146
"cg11397668","cg11106946","CpG-CpG",3.17999920479139
"cg07830160","cg04530445","CpG-CpG",3.17996240544625
"cg13802844","cg00950947","CpG-CpG",3.17981257298717
"cg26124780","cg12505757","CpG-CpG",3.1797662028485
"cg13349787","cg14639704","CpG-CpG",3.17957914619606
"cg09576582","cg15032048","CpG-CpG",3.17931727940869
"cg07508413","cg21114429","CpG-CpG",3.17930132027445
"cg24102700","cg23978242","CpG-CpG",3.17924646902964
"cg20876525","cg08110693","CpG-CpG",3.1791750670322
"cg01704854","cg13356058","CpG-CpG",3.17911928158862
"cg20988291","cg10403753","CpG-CpG",3.17897021599065
"cg12567635","cg10378325","CpG-CpG",3.1785003229761
"cg04500577","cg24102700","CpG-CpG",3.17843550856472
"cg27287823","cg20042412","CpG-CpG",3.17812925582989
"cg13148429","cg23599408","CpG-CpG",3.17806286964199
"cg21669226","cg05456909","CpG-CpG",3.17784292292356
"cg10102585","cg23150827","CpG-CpG",3.17783114915864
"cg03492850","cg03726377","CpG-CpG",3.17764283650571
"cg02609271","cg19731884","CpG-CpG",3.17747223886913
"cg14556646","cg08583277","CpG-CpG",3.17746058332043
"cg17098603","cg21002223","CpG-CpG",3.1773929428249
"cg01931994","cg17098603","CpG-CpG",3.17729680342383
"cg22502450","cg07968499","CpG-CpG",3.1772813852092
"cg23098214","cg16929139","CpG-CpG",3.17726516617859
"cg04500577","cg04838832","CpG-CpG",3.17705117639926
"cg18065464","cg04180419","CpG-CpG",3.17691230222751
"cg10876863","cg17205181","CpG-CpG",3.17689205042976
"cg11231740","cg08370787","CpG-CpG",3.17676758043562
"cg05556923","cg23190164","CpG-CpG",3.17660838252657
"cg04375063","cg19563670","CpG-CpG",3.17612974354336
"cg13856236","cg06203243","CpG-CpG",3.17598808708673
"cg20876525","cg13794318","CpG-CpG",3.17598475786928
"cg10581898","cg20215480","CpG-CpG",3.17595186302085
"cg14772684","cg21114429","CpG-CpG",3.1758709896406
"cg06111374","cg00132888","CpG-CpG",3.1757720419694
"cg12546981","cg06203243","CpG-CpG",3.1757695791309
"cg20215480","cg17531430","CpG-CpG",3.17575198158728
"cg03472898","cg14639704","CpG-CpG",3.17557230597149
"cg04545636","cg01879893","CpG-CpG",3.17549931254799
"cg20981848","cg00915507","CpG-CpG",3.17530394028196
"cg25563772","cg23233468","CpG-CpG",3.17484782020622
"cg04530445","cg22597914","CpG-CpG",3.17471535034121
"cg05556923","cg21472050","CpG-CpG",3.17464573210018
"cg07830160","cg09224689","CpG-CpG",3.17464076198169
"cg14853432","cg20981848","CpG-CpG",3.17460735602977
"cg22093563","cg13282971","CpG-CpG",3.17448608029314
"cg04847841","cg04155024","CpG-CpG",3.17435496285374
"cg15298019","cg19647096","CpG-CpG",3.17393979407842
"cg15968539","cg06522790","CpG-CpG",3.17387228451945
"cg10581898","cg10403753","CpG-CpG",3.17339061794841
"cg07115148","cg20502039","CpG-CpG",3.17311010215236
"cg20532937","cg18442992","CpG-CpG",3.17310714958276
"cg10797287","cg00246969","CpG-CpG",3.17296182655018
"cg09101894","cg08054265","CpG-CpG",3.17290442583379
"cg10546270","cg20988291","CpG-CpG",3.17281581024701
"cg08035994","cg24803059","CpG-CpG",3.17246989678114
"cg12308391","cg19961800","CpG-CpG",3.17243553652678
"cg10623600","cg16949898","CpG-CpG",3.17231742537387
"cg20059012","cg22594692","CpG-CpG",3.17223748296329
"cg01931994","cg21727276","CpG-CpG",3.17217680135171
"cg27155252","cg25768273","CpG-CpG",3.1721011186988
"cg16349093","cg01449103","CpG-CpG",3.17208213241492
"cg14455142","cg17257916","CpG-CpG",3.1719038377819
"cg01799761","cg08571020","CpG-CpG",3.17185997761758
"cg00762354","cg03070236","CpG-CpG",3.17173928657985
"cg24993990","cg13282971","CpG-CpG",3.17173913731723
"cg20981848","cg17205181","CpG-CpG",3.17152707130171
"cg10102585","cg15455536","CpG-CpG",3.17145367021737
"cg06111374","cg01704854","CpG-CpG",3.17095272369106
"cg14556646","cg09542579","CpG-CpG",3.17077380479609
"cg21049501","cg15292058","CpG-CpG",3.17064599713538
"cg06726406","cg19280854","CpG-CpG",3.17051445130174
"cg06726406","cg19027424","CpG-CpG",3.17035829623303
"cg10876863","cg22239317","CpG-CpG",3.1703232707744
"cg06390077","cg22549545","CpG-CpG",3.17023423825114
"cg13011311","cg27155252","CpG-CpG",3.17017583637183
"cg11257935","cg19115366","CpG-CpG",3.16984172119615
"cg06845354","cg10403753","CpG-CpG",3.16977203636332
"cg06287775","cg27642159","CpG-CpG",3.16975530093398
"cg18712199","cg00123762","CpG-CpG",3.16973361627042
"cg11347328","cg13221107","CpG-CpG",3.16971126201528
"cg18259348","cg23599408","CpG-CpG",3.16962283420627
"cg03621841","cg18812058","CpG-CpG",3.16960619410805
"cg01897902","cg20988291","CpG-CpG",3.16904352006117
"cg08054265","cg00246969","CpG-CpG",3.16892729028864
"cg11740348","cg19481954","CpG-CpG",3.16855137005977
"cg07830160","cg15292058","CpG-CpG",3.16847980131142
"cg20981848","cg03506099","CpG-CpG",3.16847325762248
"cg13711238","cg07235562","CpG-CpG",3.16844086819426
"cg25075901","cg14639704","CpG-CpG",3.16843714164617
"cg10876863","cg03653523","CpG-CpG",3.16824120981059
"cg27302645","cg13036352","CpG-CpG",3.16793571984098
"cg16600370","cg27107893","CpG-CpG",3.16781581152862
"cg04938549","cg18961064","CpG-CpG",3.16756164105976
"cg17414560","cg04384554","CpG-CpG",3.16744312989047
"cg02658051","cg09430020","CpG-CpG",3.16740707445034
"cg16349093","cg12549451","CpG-CpG",3.1669956463795
"cg20981848","cg19961800","CpG-CpG",3.16693420091411
"cg20571213","cg16616765","CpG-CpG",3.16689541437063
"cg17257916","cg21514880","CpG-CpG",3.16580572406554
"cg10581898","cg25636439","CpG-CpG",3.16574789811584
"cg11918049","cg19448365","CpG-CpG",3.16574736237581
"cg10929520","cg13148429","CpG-CpG",3.16533949081475
"cg10645314","cg04112878","CpG-CpG",3.16518007968206
"cg04426802","cg24631609","CpG-CpG",3.16516542063355
"cg03396323","cg16180276","CpG-CpG",3.16508838498377
"cg12407703","cg17424433","CpG-CpG",3.16504155587245
"cg03024979","cg03621841","CpG-CpG",3.16498071908847
"cg21049501","cg06845354","CpG-CpG",3.16490378518856
"cg08936202","cg12384562","CpG-CpG",3.16463308060329
"cg21149266","cg20532937","CpG-CpG",3.16453926128689
"cg00756178","cg19481954","CpG-CpG",3.16414191810186
"cg23866687","cg01892656","CpG-CpG",3.16413378579129
"cg02549466","cg25193114","CpG-CpG",3.16397242419822
"cg09528666","cg18579796","CpG-CpG",3.16384750199368
"cg23757136","cg19115366","CpG-CpG",3.16371374251953
"cg11082691","cg19027424","CpG-CpG",3.16363880828497
"cg26875515","cg19027424","CpG-CpG",3.16336422249145
"cg10923428","cg13633871","CpG-CpG",3.16334274052453
"cg07968499","cg17083583","CpG-CpG",3.16333459330774
"cg23866687","cg11523221","CpG-CpG",3.16328237625655
"cg16897216","cg18006647","CpG-CpG",3.16324418389602
"cg10749924","cg04375063","CpG-CpG",3.16303690427366
"cg08170837","cg20988291","CpG-CpG",3.16297638738796
"cg09576582","cg18812058","CpG-CpG",3.16286606973884
"cg15032048","cg17138624","CpG-CpG",3.16263779461056
"cg10645314","cg09856860","CpG-CpG",3.16259093467535
"cg11458533","cg21514880","CpG-CpG",3.16252322392355
"cg11629337","cg17205181","CpG-CpG",3.16250442971212
"cg09929879","cg11523221","CpG-CpG",3.16249863039805
"cg17424433","cg02589899","CpG-CpG",3.16244094961329
"cg05183646","cg19027424","CpG-CpG",3.16235656083511
"cg15539318","cg18065464","CpG-CpG",3.16223763106695
"cg18065464","cg00661810","CpG-CpG",3.16159466443651
"cg07351894","cg03243118","CpG-CpG",3.16146777306619
"cg18180230","cg07743530","CpG-CpG",3.16141466569444
"cg20981848","cg00054948","CpG-CpG",3.16139133958251
"cg24008619","cg25768273","CpG-CpG",3.16137175630211
"cg13802844","cg10610648","CpG-CpG",3.16137025538143
"cg06994884","cg14848333","CpG-CpG",3.16126626647074
"cg15861102","cg26124780","CpG-CpG",3.16124471619165
"cg05478517","cg22210652","CpG-CpG",3.16118015471395
"cg00999904","cg19027424","CpG-CpG",3.16116461420293
"cg21078322","cg03621841","CpG-CpG",3.16110255975795
"cg20477160","cg26116551","CpG-CpG",3.16105778827611
"cg11963452","cg10119989","CpG-CpG",3.16105675292683
"cg19462022","cg00397274","CpG-CpG",3.16099567698669
"cg23757136","cg09591867","CpG-CpG",3.16065332446837
"cg01499479","cg08370787","CpG-CpG",3.16058526929471
"cg07026882","cg20637405","CpG-CpG",3.16034051323675
"cg09576582","cg11257935","CpG-CpG",3.16017001433382
"cg17140299","cg11918049","CpG-CpG",3.1601445786756
"cg14918582","cg00637826","CpG-CpG",3.16001159369939
"cg27302645","cg04833598","CpG-CpG",3.15998815184796
"cg13011311","cg07108913","CpG-CpG",3.15978199674889
"cg14956104","cg07223952","CpG-CpG",3.1597108332131
"cg10623600","cg20901175","CpG-CpG",3.15966660346706
"cg06111374","cg05456909","CpG-CpG",3.15961979775817
"cg10378325","cg00472908","CpG-CpG",3.15955860618243
"cg15005392","cg16001422","CpG-CpG",3.15940099153398
"cg23757136","cg12480674","CpG-CpG",3.15907074722383
"cg12546981","cg21963178","CpG-CpG",3.15906113054272
"ch.13.100269732F","cg13841248","CpG-CpG",3.15880115142575
"cg13711238","cg13633871","CpG-CpG",3.15848889971145
"cg00305774","cg04365878","CpG-CpG",3.15839681736971
"cg17414560","cg09228833","CpG-CpG",3.15814826098121
"cg17257916","cg03243118","CpG-CpG",3.15806746531963
"cg10729426","cg10487211","CpG-CpG",3.15794042535078
"cg05456909","cg10900313","CpG-CpG",3.15764182073098
"cg21049501","cg26607103","CpG-CpG",3.15730715264492
"cg11082691","cg10729426","CpG-CpG",3.15704060891675
"cg07351894","cg25563772","CpG-CpG",3.1570188645101
"cg24456616","cg22210652","CpG-CpG",3.15680970841247
"cg25527882","cg06203243","CpG-CpG",3.15672191240238
"cg08035994","cg04365878","CpG-CpG",3.15664117568387
"cg08686582","cg10378325","CpG-CpG",3.15654675469018
"cg09026137","cg17929043","CpG-CpG",3.15650723435954
"cg23978242","cg24993990","CpG-CpG",3.15649989721837
"cg09430020","cg06063519","CpG-CpG",3.15578454033286
"cg24057263","cg23978242","CpG-CpG",3.15520966977249
"cg14060176","cg04155024","CpG-CpG",3.15515139758284
"cg01897902","cg21743623","CpG-CpG",3.15514683645955
"cg13820726","cg10378325","CpG-CpG",3.15512078154465
"cg01799761","cg22597914","CpG-CpG",3.15509011645289
"cg01044293","cg20215480","CpG-CpG",3.15505528763826
"cg01704854","cg19369070","CpG-CpG",3.15500394286408
"cg16151551","cg03857931","CpG-CpG",3.15479817552903
"cg11957516","cg13841248","CpG-CpG",3.15478217395728
"cg19309928","cg12511848","CpG-CpG",3.15474074056836
"cg14035730","cg10677018","CpG-CpG",3.15452959606328
"cg25636439","cg03940437","CpG-CpG",3.15422657084254
"cg24993990","cg04833598","CpG-CpG",3.15419300794603
"cg14009912","cg19448365","CpG-CpG",3.15417350440667
"cg17414560","cg09858955","CpG-CpG",3.15415301852156
"cg11257935","cg02140384","CpG-CpG",3.15402294468125
"cg22502450","cg22521320","CpG-CpG",3.15398311935843
"cg04916611","cg25636439","CpG-CpG",3.15384718516838
"cg13711238","cg17424433","CpG-CpG",3.15379852987916
"cg14500211","cg08054265","CpG-CpG",3.15370065927478
"cg20311092","cg27082183","CpG-CpG",3.15361281085314
"cg04838832","cg01897902","CpG-CpG",3.1534930300873
"cg11918049","cg13712627","CpG-CpG",3.15347635778409
"cg03653523","cg11740348","CpG-CpG",3.15339476505945
"cg19413907","cg08304084","CpG-CpG",3.15338879479977
"cg07645529","cg01499479","CpG-CpG",3.15326667952524
"cg00312746","cg25636439","CpG-CpG",3.1531443707697
"cg05183646","cg26116551","CpG-CpG",3.15292177534217
"cg08199056","cg07173118","CpG-CpG",3.1527766715422
"cg06680429","cg10538369","CpG-CpG",3.15272147471251
"cg19389468","cg17205181","CpG-CpG",3.15260651385272
"cg10253780","cg03492850","CpG-CpG",3.15251986831569
"cg23592392","cg11724557","CpG-CpG",3.15244649094791
"cg04500577","cg14294859","CpG-CpG",3.15225800908968
"cg24163263","cg11106946","CpG-CpG",3.15224274730249
"cg19731884","cg02660271","CpG-CpG",3.15214811358981
"cg15987788","cg21588347","CpG-CpG",3.1517757109669
"cg17936925","cg03281257","CpG-CpG",3.15174952669688
"cg22169750","cg21359528","CpG-CpG",3.15172679399895
"cg19389468","cg14848333","CpG-CpG",3.15170864288674
"cg10623600","cg17257916","CpG-CpG",3.1516183031076
"cg16341987","cg06287775","CpG-CpG",3.15161543670585
"cg14848333","cg05099464","CpG-CpG",3.15159852370476
"cg01704854","cg08363235","CpG-CpG",3.15152111590388
"cg20876525","cg07564444","CpG-CpG",3.15151939870844
"cg04250878","cg24631609","CpG-CpG",3.15150603959378
"cg01799761","cg12813797","CpG-CpG",3.15149618036866
"cg04250878","cg05456909","CpG-CpG",3.15142319077683
"cg23866687","cg20988587","CpG-CpG",3.15138598823391
"cg11518267","cg12480674","CpG-CpG",3.15132348530896
"cg00165429","cg09228833","CpG-CpG",3.15128818968891
"cg04102296","cg15224291","CpG-CpG",3.15125550437547
"cg11261283","cg03426600","CpG-CpG",3.15101826447159
"cg05889395","cg07001857","CpG-CpG",3.15094314004225
"cg04020590","cg20988291","CpG-CpG",3.1508195024186
"cg06111374","cg10351284","CpG-CpG",3.1507917928575
"cg07115148","cg13841248","CpG-CpG",3.15069230434134
"cg22193385","cg10477755","CpG-CpG",3.15056728147731
"cg21669226","cg07235562","CpG-CpG",3.15039672675516
"cg10749994","cg13803455","CpG-CpG",3.15014724462973
"cg09026137","cg03028721","CpG-CpG",3.1499789223193
"cg02140384","cg05069950","CpG-CpG",3.14984821942576
"cg17384082","cg03102767","CpG-CpG",3.14955331322819
"cg20981848","cg16283579","CpG-CpG",3.1495084655815
"cg04530445","cg14848333","CpG-CpG",3.14924534997796
"cg10403753","cg12480674","CpG-CpG",3.14907886524212
"cg17414560","cg21416069","CpG-CpG",3.14899331219012
"cg23599408","cg25563772","CpG-CpG",3.14897732895804
"cg00918743","cg05456909","CpG-CpG",3.14888340393374
"cg20876525","cg25654517","CpG-CpG",3.14802439060312
"cg03511437","cg14087715","CpG-CpG",3.14792484266105
"cg09430020","cg22951653","CpG-CpG",3.14760589901547
"cg11464571","cg08139688","CpG-CpG",3.1475817209963
"cg13711238","cg05664352","CpG-CpG",3.14740310436094
"cg10351284","cg06005913","CpG-CpG",3.14736886765547
"cg16494350","cg20988587","CpG-CpG",3.14691103940591
"cg12546981","cg14656245","CpG-CpG",3.14666439290007
"cg09026137","cg11518267","CpG-CpG",3.14664836604182
"cg19309928","cg09228833","CpG-CpG",3.14654454010328
"cg03182620","cg08363235","CpG-CpG",3.14649578973687
"cg10749994","cg13712627","CpG-CpG",3.14613338426788
"cg20981848","cg09101894","CpG-CpG",3.14611599039698
"cg11464571","cg17424433","CpG-CpG",3.1457651091454
"cg19731884","cg11918049","CpG-CpG",3.14567193527048
"cg07637515","cg05664352","CpG-CpG",3.14559778594953
"cg01897902","cg24656269","CpG-CpG",3.14557864575824
"cg09224689","cg23757136","CpG-CpG",3.1455635239293
"cg11231740","cg25768273","CpG-CpG",3.14549612794566
"cg07660750","cg04641694","CpG-CpG",3.14533732935876
"cg10351284","cg19481954","CpG-CpG",3.14529060176753
"cg01897902","cg08304084","CpG-CpG",3.14509118268899
"cg05058069","cg03776176","CpG-CpG",3.14484777684068
"cg01897902","cg06543730","CpG-CpG",3.14457697126381
"cg23757136","cg04947284","CpG-CpG",3.14455826181655
"cg05058069","cg26986871","CpG-CpG",3.1445563235687
"cg27136869","cg04112878","CpG-CpG",3.14433593039415
"cg07323924","cg17936925","CpG-CpG",3.14404925836084
"cg12813797","cg19448365","CpG-CpG",3.14372961927367
"cg05058069","cg06728055","CpG-CpG",3.14356825070968
"cg18405140","cg04155024","CpG-CpG",3.14339168041673
"cg02362017","cg26132715","CpG-CpG",3.14333737472198
"cg22291940","cg26875515","CpG-CpG",3.1430671170971
"cg13552681","cg13802844","CpG-CpG",3.14252341629729
"cg18065464","cg04209913","CpG-CpG",3.14249983450361
"cg22239317","cg19027424","CpG-CpG",3.1424553276348
"cg11347328","cg17164401","CpG-CpG",3.1420400450143
"cg08054265","cg06728055","CpG-CpG",3.14202629473964
"cg27198899","cg22597914","CpG-CpG",3.14194748576371
"cg13711238","cg27111053","CpG-CpG",3.14183407540976
"cg20876525","cg17316508","CpG-CpG",3.14179605253899
"cg05556923","cg18442992","CpG-CpG",3.14145636999527
