"","logFC","pval","padj"
"cg14918074",0.00144969333333334,0.990118923332319,0.0173520587431895
"cg09070882",-0.0589004855555556,0.613354178202461,0.0173520587431895
"cg10024762",-0.0426062388888889,0.715241441597881,0.0173520587431895
"cg10110780",-0.0100581888888889,0.931499628393031,0.0173520587431895
"cg07643196",-0.00786792000000003,0.946384255030828,0.0173520587431895
"cg17155577",0.0246259333333333,0.833143020597003,0.0173520587431895
"cg19301501",0.0754375833333333,0.515966309688131,0.0173520587431895
"cg11957438",0.01575853,0.892758552633257,0.0173520587431895
"cg01555661",-0.00052538533333335,0.996414522353617,0.0173520587431895
"cg20778411",0.00312995744444444,0.978639210649754,0.0173520587431895
"cg03325394",-0.0321465266666667,0.782989023888256,0.0173520587431895
"cg10784236",0.015424411111111,0.89493584156365,0.0173520587431895
"cg12277627",0.02425,0.835398101903472,0.0173520587431895
"cg11072201",0.00547273222222222,0.962620372454807,0.0173520587431895
"cg00042902",-0.00578622988888894,0.960479394003396,0.0173520587431895
"cg05840533",0.0163174566666666,0.888832169240139,0.0173520587431895
"cg19068385",-0.00649828311111111,0.955617290246222,0.0173520587431895
"cg16888857",-0.00501383444444448,0.965749253327356,0.0173520587431895
"cg25529585",0.00170770777777779,0.988327883360391,0.0173520587431895
"cg06834235",-0.003572872,0.975580243168719,0.0173520587431895
"cg04850148",0.0093253333333333,0.936314257108261,0.0173520587431895
"cg03705894",0.0117605184444444,0.919715316798684,0.0173520587431895
"cg09493607",-0.0448625777777778,0.699942912992437,0.0173520587431895
"cg04575501",0.00739524888888887,0.949462098464784,0.0173520587431895
"cg20543970",0.0171103411111111,0.883375511825611,0.0173520587431895
"cg13306870",-0.0110883233333333,0.924268210975556,0.0173520587431895
"cg04500577",0.341751833111111,0.000401401383461902,0.0173520587431895
"cg10786572",-0.0148973722222222,0.898342139081031,0.0173520587431895
"cg02832783",-0.00918572222222225,0.937220427937546,0.0173520587431895
"cg05522042",0.00357849222222217,0.97551922961978,0.0173520587431895
"cg04754076",0.00309578499999996,0.978818779365834,0.0173520587431895
"cg25923457",0.0186013411111111,0.873189252114769,0.0173520587431895
"rs2125573",-0.01605043,0.890439077768252,0.0173520587431895
"cg02080302",0.0206392888888889,0.859367005455993,0.0173520587431895
"cg00538654",-0.00973351111111109,0.933398754899446,0.0173520587431895
"cg26119746",-0.00135912666666665,0.990690065738736,0.0173520587431895
"cg04512759",0.00440784333333338,0.969810349179185,0.0173520587431895
"cg14651363",0.00264602222222221,0.98187429053414,0.0173520587431895
"cg00767637",0.0119619444444444,0.918169632951096,0.0173520587431895
"cg21380015",-0.0307855088888889,0.791223090977262,0.0173520587431895
"cg05377703",0.0153923511111111,0.894781803182543,0.0173520587431895
"cg26705599",-0.00679598999999997,0.953438935909852,0.0173520587431895
"cg02093743",-0.0130849777777777,0.910461213628243,0.0173520587431895
"cg14168080",0.0077678888888888,0.946759005079645,0.0173520587431895
"cg19860695",0.00524510444444443,0.964032368562062,0.0173520587431895
"cg25777856",0.00842038999999994,0.942284330376366,0.0173520587431895
"cg13981054",0.0170953168888889,0.883108047339482,0.0173520587431895
"cg05213316",0.00898871222222219,0.938390234977705,0.0173520587431895
"cg08964730",-0.00823862555555555,0.94351260251529,0.0173520587431895
"cg02042142",-0.00977519555555556,0.932997618147162,0.0173520587431895
"cg13719295",-0.0095189555555556,0.934749167036508,0.0173520587431895
"cg12534577",-0.00862928888888892,0.940812015164776,0.0173520587431895
"cg08873063",-0.00694739666666666,0.952308854706051,0.0173520587431895
"cg22569627",0.0036100911111111,0.975207134484972,0.0173520587431895
"cg07156839",-0.0015381333333333,0.989434704184222,0.0173520587431895
"cg20486825",0.00450273333333329,0.969074726009805,0.0173520587431895
"cg08405463",-0.00622117555555551,0.957270665114144,0.0173520587431895
"cg09624684",0.00175716555555555,0.98792600378538,0.0173520587431895
"cg03691313",-0.0122381688888888,0.916030238654765,0.0173520587431895
"cg06211550",-0.00944609555555553,0.935143300069167,0.0173520587431895
"cg05947181",0.00554284333333332,0.961906042739772,0.0173520587431895
"cg12544391",-0.00176260588888888,0.98788248997778,0.0173520587431895
"cg16745892",-0.0108395555555556,0.925566966650802,0.0173520587431895
"cg11466708",-0.0109177666666667,0.925008836345036,0.0173520587431895
"cg25363292",-0.0377840333333334,0.744154554614545,0.0173520587431895
"cg21233518",0.000581892222222213,0.995996590296818,0.0173520587431895
"cg08778881",-0.00737309222222221,0.949303841836132,0.0173520587431895
"cg05958126",0.0040045191111111,0.972451069543537,0.0173520587431895
"cg22681945",-0.0661924666666667,0.566025409778635,0.0173520587431895
"cg10315562",-0.00745831555555554,0.94870962140701,0.0173520587431895
"cg13682241",0.0126365677777778,0.913197968233466,0.0173520587431895
"cg15774752",0.0175042525555555,0.879917844881557,0.0173520587431895
"cg00218628",-0.0164048941111111,0.887407068264401,0.0173520587431895
"cg11266396",0.00130930444444449,0.99098659057399,0.0173520587431895
"cg19032705",-0.0292428655555556,0.80057991259399,0.0173520587431895
"cg25893052",0.00499417777777778,0.965622551528461,0.0173520587431895
"cg04509017",-0.0176092555555555,0.879131583190041,0.0173520587431895
"cg17061760",-0.0360965377777778,0.754963118190255,0.0173520587431895
"cg06545341",-0.0134683000000001,0.907414340066538,0.0173520587431895
"cg01296877",-0.0662333233333334,0.565365659760224,0.0173520587431895
"cg21205889",-0.00715233666666659,0.950757662342369,0.0173520587431895
"cg27653615",-0.0226916666666668,0.844579647226389,0.0173520587431895
"cg25415674",-0.00580158999999997,0.960047528104248,0.0173520587431895
"cg26053447",0.0207395444444445,0.8578101610578,0.0173520587431895
"cg17492904",-0.109175211,0.338494727443013,0.0173520587431895
"cg13663644",0.0354132733333333,0.759307058236924,0.0173520587431895
"cg18395382",0.000913930000000007,0.993699445689,0.0173520587431895
"cg23759693",-0.0348667233333333,0.762842143833489,0.0173520587431895
"cg13249146",0.0106058444444445,0.926954797434439,0.0173520587431895
"cg16108684",0.0102195777777778,0.929590429783602,0.0173520587431895
"cg04302178",0.00304209333333333,0.979017124385542,0.0173520587431895
"cg12727431",-0.00489447333333332,0.966245744297363,0.0173520587431895
"cg15652532",0.0213913111111111,0.85317513208338,0.0173520587431895
"cg15285154",-0.0141650166666667,0.902481058927359,0.0173520587431895
"cg08952424",-0.00128380111111109,0.991141299743328,0.0173520587431895
"cg16529483",0.00800939333333334,0.944765890016122,0.0173520587431895
"cg19062189",0.00249354222222226,0.98278839275137,0.0173520587431895
"cg14544514",-0.0095105144444444,0.934408802760207,0.0173520587431895
"cg23691406",0.00664877777777784,0.95411709611534,0.0173520587431895
"cg08522473",0.00832455444444447,0.942565400400307,0.0173520587431895
"cg07851521",0.00127669999999991,0.99118422195769,0.0173520587431895
"cg17143291",0.00971934777777772,0.932953323085634,0.0173520587431895
"cg16412513",0.00128847111111113,0.991100467774619,0.0173520587431895
"cg05373298",-0.0167607966666666,0.884584911428259,0.0173520587431895
"cg22539150",0.0179173333333333,0.876649810720366,0.0173520587431895
"cg14744768",0.109652235666667,0.335064256118056,0.0173520587431895
"cg17825572",-0.00125413555555554,0.991333602604662,0.0173520587431895
"cg01080862",0.00632109555555554,0.956334068982177,0.0173520587431895
"cg21517946",-0.00757715888888888,0.947667531382966,0.0173520587431895
"cg18140045",-0.00379255566666664,0.973790355926995,0.0173520587431895
"cg09664314",0.0126643233333333,0.912582851848035,0.0173520587431895
"cg03487706",0.00127844444444442,0.991158502513311,0.0173520587431895
"cg10975354",0.00110950555555556,0.992325918075803,0.0173520587431895
"cg02890259",-0.0394224055555556,0.732043621587361,0.0173520587431895
"cg26129200",0.0100666744444444,0.930448128630415,0.0173520587431895
"cg16866567",-0.00593603777777774,0.958950062579142,0.0173520587431895
"cg05935445",-0.00717918111111104,0.950358272937213,0.0173520587431895
"cg08320316",-0.0189611333333334,0.869329403406637,0.0173520587431895
"cg11317745",-0.110190277111111,0.331929490725269,0.0173520587431895
"cg17970282",0.000144788888888858,0.998997945098964,0.0173520587431895
"cg18932686",0.00018892444444446,0.998692461203387,0.0173520587431895
"cg16435686",0.00157239777777773,0.989116793793769,0.0173520587431895
"cg12865398",-0.00425620555555556,0.970543709549733,0.0173520587431895
"cg20679188",0.0132424899999999,0.908513761276327,0.0173520587431895
"cg13117582",0.0146624555555556,0.898739524341405,0.0173520587431895
"cg14642832",0.00330085899999999,0.977148569643414,0.0173520587431895
"cg13688687",0.00540613333333334,0.962575993599082,0.0173520587431895
"cg14981546",-0.113216930333333,0.318011998573796,0.0173520587431895
"cg04149024",0.00280698888888886,0.980562886431482,0.0173520587431895
"cg01003197",-0.00834364222222217,0.942256658325674,0.0173520587431895
"cg07635765",-0.0205767644444445,0.858162362883298,0.0173520587431895
"cg22688388",0.115831963444444,0.306448552705519,0.0173520587431895
"cg21566433",-0.0145588466666666,0.899393065892465,0.0173520587431895
"cg24810439",0.113418919888889,0.316874361837963,0.0173520587431895
"cg21046413",-0.00590773555555557,0.959084342572301,0.0173520587431895
"cg19110931",-0.0085902000000001,0.940531400893901,0.0173520587431895
"cg07902519",-0.00403311444444443,0.972053965205297,0.0173520587431895
"cg18949721",-0.0418069888888888,0.715914576676536,0.0173520587431895
"cg09988111",-0.00134421444444444,0.990682361078753,0.0173520587431895
"cg11048329",0.0311268444444445,0.78653953714481,0.0173520587431895
"cg22584218",0.00321449066666668,0.977714077882782,0.0173520587431895
"cg18251612",0.109353993222222,0.334706169216606,0.0173520587431895
"cg23192736",0.0106625722222222,0.9261597024306,0.0173520587431895
"cg23718917",0.00221270444444444,0.984657472378085,0.0173520587431895
"cg11111131",0.00586698666666668,0.959331875392551,0.0173520587431895
"cg16507569",0.0518345255555556,0.65125077458496,0.0173520587431895
"cg16377948",0.0195065444444446,0.865294402555158,0.0173520587431895
"cg10482512",0.00270303111111109,0.981254298435256,0.0173520587431895
"cg10155537",0.00278539333333333,0.98068089010879,0.0173520587431895
"cg08701220",-0.0123065733333333,0.914780593335668,0.0173520587431895
"cg14060113",-0.00627573333333331,0.956486816937308,0.0173520587431895
"cg05518022",0.111047571333333,0.326683755502555,0.0173520587431895
"cg21193926",-0.0536887777777778,0.63937556074101,0.0173520587431895
"cg09566533",-0.00171109999999997,0.988119833548054,0.0173520587431895
"cg23919845",-0.00338163144444442,0.976520155139263,0.0173520587431895
"cg16510200",0.00519295588888885,0.963949255028812,0.0173520587431895
"cg05109619",-0.00331525333333332,0.97697690403175,0.0173520587431895
"cg07944399",-0.110438021111111,0.328910600626404,0.0173520587431895
"cg05740522",0.00671246999999997,0.953386365210267,0.0173520587431895
"cg13514954",-0.00879111222222229,0.938972910144692,0.0173520587431895
"rs10882854",-0.000522644444444387,0.996368532979279,0.0173520587431895
"cg23336481",-0.0145576,0.899077436051953,0.0173520587431895
"cg11828654",0.107316701777778,0.342941713333819,0.0173520587431895
"cg01314652",0.00462352222222229,0.967874429259699,0.0173520587431895
"cg21035907",0.00495478888888878,0.965568161459326,0.0173520587431895
"cg15369199",-0.00109431333333332,0.992390922946094,0.0173520587431895
"cg13232075",-0.00195277555555556,0.986420883874256,0.0173520587431895
"cg26739327",-0.00996461999999998,0.930774105965275,0.0173520587431895
"cg16599770",-0.109321838555556,0.333292182302776,0.0173520587431895
"cg07989438",0.00510383777777779,0.96450973918126,0.0173520587431895
"cg17736560",0.00505271066666663,0.964859394911271,0.0173520587431895
"cg19998137",-0.00385939444444444,0.973152196689188,0.0173520587431895
"cg13009819",-0.00502462555555561,0.965047696953418,0.0173520587431895
"cg24536782",0.00781062333333338,0.945684212677563,0.0173520587431895
"cg00433220",-0.01397893,0.90292910175097,0.0173520587431895
"cg00240113",-0.00709856999999997,0.950624579200843,0.0173520587431895
"cg20416767",0.00388486444444447,0.972965863185639,0.0173520587431895
"cg18821281",0.108875529666667,0.334962659433618,0.0173520587431895
"cg07393670",0.00177490111111112,0.987643910622562,0.0173520587431895
"cg22682304",-0.0099040777777778,0.931126565391937,0.0173520587431895
"cg04520401",-0.110098253333333,0.329276754100853,0.0173520587431895
"cg26801383",0.0111771366666666,0.922288545672954,0.0173520587431895
"cg10950297",0.000953303333333322,0.993361865026906,0.0173520587431895
"cg20713636",-0.00432534555555558,0.969882599916143,0.0173520587431895
"cg16567137",-0.00419354999999999,0.970798945828866,0.0173520587431895
"cg05935584",0.0135412544444444,0.905885144311858,0.0173520587431895
"cg18110333",-0.0101729688888889,0.929228007991975,0.0173520587431895
"cg17347063",-0.0272290111111111,0.81192630050581,0.0173520587431895
"cg10463322",-0.00342888666666666,0.97610201380471,0.0173520587431895
"cg04712670",0.0132189311111112,0.908040983874949,0.0173520587431895
"cg14453947",-0.00295524444444445,0.979401500207152,0.0173520587431895
"cg11208859",-0.111503644666667,0.322236730559787,0.0173520587431895
"cg09192101",-0.00486818888888896,0.966066737170731,0.0173520587431895
"cg05989381",-0.113288714222222,0.314260799088244,0.0173520587431895
"cg19586483",-0.0205965111111112,0.857054676542881,0.0173520587431895
"cg20781383",0.0171334644444445,0.880907323920247,0.0173520587431895
"cg16771215",0.00538136555555555,0.962480505895462,0.0173520587431895
"cg18399551",-0.00129410666666663,0.990974494954927,0.0173520587431895
"cg02283535",0.00788639333333335,0.945035843340433,0.0173520587431895
"cg13353338",-0.00709030666666666,0.950576043782535,0.0173520587431895
"cg15535487",-0.000842123555555518,0.994126390039729,0.0173520587431895
"cg16345566",-0.0156858666666667,0.890897368356963,0.0173520587431895
"cg07570618",-0.0173503666666667,0.879372632996743,0.0173520587431895
"cg16216305",-0.109064830222222,0.332894861963964,0.0173520587431895
"cg26359388",-6.34444444436166e-06,0.999955701552329,0.0173520587431895
"cg26155681",-0.00743527222222221,0.948115692754364,0.0173520587431895
"cg21046080",-0.00303027777777776,0.978841511454354,0.0173520587431895
"cg00598125",-0.0237790044444444,0.835021829408254,0.0173520587431895
"cg17386048",-0.0174243333333333,0.878745136875452,0.0173520587431895
"cg00960186",0.109343294444444,0.331206577761075,0.0173520587431895
"cg25427548",0.00547619666666666,0.961769939470402,0.0173520587431895
"cg14720319",-0.00220046222222225,0.984633713608294,0.0173520587431895
"cg11748186",0.108953554444444,0.332933523541207,0.0173520587431895
"cg05930514",-0.00359212333333336,0.974915165992238,0.0173520587431895
"cg01521131",-0.024301961111111,0.831399278839024,0.0173520587431895
"cg19938535",0.00200485555555552,0.985993977214699,0.0173520587431895
"cg22817647",0.00483375455555551,0.966237938515339,0.0173520587431895
"cg14831665",0.0167127788888889,0.883605487675515,0.0173520587431895
"cg27639408",-0.0172253266666667,0.880029816006675,0.0173520587431895
"cg06048169",0.0159424066666666,0.888904004923218,0.0173520587431895
"cg17544225",-0.00211260222222226,0.98523507677042,0.0173520587431895
"cg14986314",-0.109554697111111,0.329811439093295,0.0173520587431895
"cg22876425",-0.00551009555555559,0.961496429280869,0.0173520587431895
"cg17745575",0.0898948293333334,0.426221499544727,0.0173520587431895
"cg05955334",-0.110892474444444,0.323665622582224,0.0173520587431895
"cg22874268",0.0227505166666666,0.841900887244175,0.0173520587431895
"cg13342259",-0.00704039444444438,0.950808366624468,0.0173520587431895
"cg04924736",0.0192154881111111,0.866230988242995,0.0173520587431895
"cg19373347",1.74033333333323e-05,0.999878300629387,0.0173520587431895
"cg17069933",-0.0154787344444445,0.892040620481616,0.0173520587431895
"cg14615128",-0.0102761055555556,0.928203417510918,0.0173520587431895
"cg06362895",-0.00647357111111113,0.954736438527683,0.0173520587431895
"cg18925560",0.000533023333333327,0.996271134065913,0.0173520587431895
"cg04225046",0.00762552811111111,0.946687829761788,0.0173520587431895
"cg16723510",-0.00196629444444446,0.986243803776379,0.0173520587431895
"cg05331692",0.00159702222222224,0.98882481347795,0.0173520587431895
"cg22686939",-0.0119507088888888,0.916508756519635,0.0173520587431895
"cg16563835",0.108514701444444,0.333844161020125,0.0173520587431895
"cg05803370",0.00536324111111114,0.962470426001676,0.0173520587431895
"cg25472998",-0.10779708,0.337084945172272,0.0173520587431895
"cg04327763",-0.00506398777777778,0.964556990629583,0.0173520587431895
"cg00779763",0.01146092,0.919878592419558,0.0173520587431895
"cg07127945",-0.112169302,0.317151062406,0.0173520587431895
"cg19810816",0.0163843488888889,0.885623928626408,0.0173520587431895
"cg04033559",-0.00929356777777779,0.934971264844924,0.0173520587431895
"cg17149359",-0.000911728111111121,0.993612924073257,0.0173520587431895
"cg27308738",-0.00842023555555549,0.941059340468501,0.0173520587431895
"cg08693140",-0.00546979000000003,0.961693210505499,0.0173520587431895
"cg02049865",-0.00397279888888891,0.972171371757243,0.0173520587431895
"cg09197234",-0.00204379111111108,0.98568157386006,0.0173520587431895
"cg27445894",-0.113041428888889,0.312957916498104,0.0173520587431895
"cg10047502",0.00959361999999997,0.932855517923215,0.0173520587431895
"cg21019788",0.00480113111111108,0.966369390275037,0.0173520587431895
"cg18827179",-0.000219729999999974,0.998460429678941,0.0173520587431895
"cg13828067",-0.00726498555555555,0.949127555484512,0.0173520587431895
"cg00967012",-0.00592425777777772,0.958506102492384,0.0173520587431895
"cg07309821",0.00329661777777779,0.976898924252359,0.0173520587431895
"cg05028071",0.0400162766666667,0.724684533213366,0.0173520587431895
"cg18897294",-0.00354446111111112,0.975162169336781,0.0173520587431895
"cg04345928",0.00628016333333337,0.956005293756002,0.0173520587431895
"cg08496601",0.00512131333333332,0.964114682469302,0.0173520587431895
"cg07827280",-0.111547187111111,0.319369671849125,0.0173520587431895
"cg07507776",0.00496030777777778,0.965237639150913,0.0173520587431895
"cg08117231",0.0160425888888889,0.887869550741075,0.0173520587431895
"cg00100844",-0.0221783472222222,0.845396091324448,0.0173520587431895
"cg26428339",-0.0123133577777778,0.913819605652704,0.0173520587431895
"cg05164916",0.115566676888889,0.301514685057558,0.0173520587431895
"cg19127909",0.110287166555556,0.324835098446896,0.0173520587431895
"cg06761912",0.0136031333333334,0.904809562271521,0.0173520587431895
"cg25645693",0.00499848888888887,0.964956543264322,0.0173520587431895
"cg16767880",0.0128021444444445,0.910389082367144,0.0173520587431895
"cg14741804",-0.105366847777778,0.347510224164953,0.0173520587431895
"cg24636629",0.113747960777778,0.309315642115764,0.0173520587431895
"cg21629561",-0.0166895855555556,0.883314748072929,0.0173520587431895
"cg22151131",-0.00846455777777777,0.94067714464562,0.0173520587431895
"cg14320938",-0.110070327333333,0.325463623578658,0.0173520587431895
"cg22053010",0.0063352888888889,0.955555296877373,0.0173520587431895
"cg05534333",0.0138391888888889,0.90308307020793,0.0173520587431895
"cg20954373",0.107781304444444,0.335832134785791,0.0173520587431895
"cg17328806",0.121042063333333,0.277764042620845,0.0173520587431895
"cg06887275",-0.111234468888889,0.320004606141537,0.0173520587431895
"cg11583848",0.0118893355555556,0.91666905339632,0.0173520587431895
"cg15450782",0.0100270922222222,0.929679911007204,0.0173520587431895
"cg08755040",-0.105718153,0.345256512087625,0.0173520587431895
"cg17571782",0.0111781,0.921623051167788,0.0173520587431895
"cg27288808",-0.106685687777778,0.340656827266417,0.0173520587431895
"cg17238522",-0.0132211211111111,0.907338097684178,0.0173520587431895
"cg20681704",0.122797587444444,0.270355501708131,0.0173520587431895
"cg04769268",0.00421858444444445,0.970377693703817,0.0173520587431895
"cg26758486",0.173351655555556,0.112117779067192,0.0173520587431895
"cg14158665",-0.105088363333333,0.348052693159138,0.0173520587431895
"cg23113041",0.00395927222222225,0.972193658671832,0.0173520587431895
"cg15391239",-0.00800542222222217,0.94379004808906,0.0173520587431895
"cg26864304",0.00565612222222212,0.960268863775772,0.0173520587431895
"cg09312897",0.0264177555555556,0.815853798351907,0.0173520587431895
"cg09374949",0.110499547777778,0.322731742499384,0.0173520587431895
"cg03605032",-0.00387902488888892,0.972739845599707,0.0173520587431895
"cg09623464",-0.00163080000000004,0.988537576171396,0.0173520587431895
"cg00281009",-0.0224018666666667,0.843452982088621,0.0173520587431895
"cg06417478",0.00421909888888894,0.970348814839156,0.0173520587431895
"cg19928247",0.00303474555555555,0.978670020381565,0.0173520587431895
"cg13127920",-0.00547719777777789,0.961510703285748,0.0173520587431895
"cg10981178",0.000956342222222184,0.99327642961306,0.0173520587431895
"cg17758583",0.00291139888888892,0.979532929309923,0.0173520587431895
"cg17984375",0.111079803666667,0.319961909345242,0.0173520587431895
"cg09816855",-0.102732574444445,0.358768891552385,0.0173520587431895
"cg01388693",0.0590660244444444,0.600986406739681,0.0173520587431895
"cg16626088",-0.00372412666666666,0.97380587388289,0.0173520587431895
"cg09347151",0.00854117222222223,0.939962276028202,0.0173520587431895
"cg10306780",-0.00861338666666667,0.939453925570491,0.0173520587431895
"cg03224501",0.0287197888888889,0.799869578085904,0.0173520587431895
"cg13077484",0.00761976666666664,0.946416192896753,0.0173520587431895
"cg13766816",-0.000948144444444465,0.993327153073795,0.0173520587431895
"cg07515961",-0.0655023855555555,0.561240574180913,0.0173520587431895
"cg17331567",-0.0270092333333333,0.811481704053614,0.0173520587431895
"cg05531409",0.0106828766666667,0.924897062758825,0.0173520587431895
"cg18601167",0.106933574888889,0.338307833366526,0.0173520587431895
"cg07628886",0.00502927322222219,0.96460541810088,0.0173520587431895
"cg05704942",-0.0580888066666667,0.606699951803651,0.0173520587431895
"cg20607331",-0.121212584111111,0.275556805889796,0.0173520587431895
"cg12127779",-0.103144513333333,0.35587077258471,0.0173520587431895
"cg03826601",0.107079396666667,0.337284256003412,0.0173520587431895
"cg16976875",0.00674301777777775,0.952521127840752,0.0173520587431895
"cg05957736",-0.107301578888889,0.336213446144725,0.0173520587431895
"cg27561335",-0.00847823444444445,0.940311968163429,0.0173520587431895
"cg09850561",-0.00769862677777777,0.945792193871582,0.0173520587431895
"cg11776676",-0.107968345333333,0.333017690937734,0.0173520587431895
"cg20504202",-0.00444301666666669,0.96868827953859,0.0173520587431895
"cg02540440",-0.0232998888888889,0.836797967174301,0.0173520587431895
"cg22630875",-0.108344762222222,0.331077013661864,0.0173520587431895
"cg23495279",-0.106186437777778,0.341082536126336,0.0173520587431895
"cg26146690",0.00199093111111109,0.985963098525443,0.0173520587431895
"cg19362740",0.0346016386666668,0.759400230967773,0.0173520587431895
"cg07664579",-0.00844697444444453,0.940484786073723,0.0173520587431895
"cg12831351",0.111631468888889,0.315936125107258,0.0173520587431895
"cg04464742",0.00679297000000001,0.95211643469689,0.0173520587431895
"cg06427226",0.00349696111111114,0.975338749970412,0.0173520587431895
"cg02031423",-0.103982671111111,0.351179851725387,0.0173520587431895
"cg14689623",-0.106405596666667,0.339740775441062,0.0173520587431895
"cg13115118",0.0119656777777778,0.91572634607656,0.0173520587431895
"cg22213420",-0.00493009555555551,0.965225370984978,0.0173520587431895
"cg08656747",-0.00532491333333335,0.962437015845288,0.0173520587431895
"cg02860696",0.110268955222222,0.321726315460601,0.0173520587431895
"cg25165659",-0.000188376666666656,0.998670418866086,0.0173520587431895
"cg22206699",-0.0907707077777778,0.417006654485988,0.0173520587431895
"cg00409000",0.00204988555555558,0.985530895992586,0.0173520587431895
"cg09771371",-0.0290923666666666,0.796628387264557,0.0173520587431895
"cg13466755",-0.00120131333333334,0.991517505660046,0.0173520587431895
"cg14578028",-0.11717573,0.291014909141553,0.0173520587431895
"cg05397816",0.0131207666666667,0.907528493825218,0.0173520587431895
"cg03900860",-0.000770798666666628,0.994556548954938,0.0173520587431895
"cg12743416",-0.01978284,0.860932099257914,0.0173520587431895
"cg10201390",-0.00136885822222221,0.990332218138655,0.0173520587431895
"cg02553463",0.0114334333333334,0.919363417403683,0.0173520587431895
"cg08285630",-0.113771444444444,0.305537795971538,0.0173520587431895
"cg19859323",0.00185966777777774,0.986861523225007,0.0173520587431895
"cg07392392",0.00861858888888889,0.939158352290004,0.0173520587431895
"cg02426343",0.106952515555556,0.336371213252811,0.0173520587431895
"cg21557668",0.00893706999999999,0.936908646073725,0.0173520587431895
"cg00914218",0.00684258111111108,0.951674092397491,0.0173520587431895
"cg24186939",-0.105711593222222,0.342057343880808,0.0173520587431895
"cg07391218",-0.112823305555556,0.309407494863257,0.0173520587431895
"cg13663390",0.0320751577777778,0.775926752317516,0.0173520587431895
"cg02834750",0.00654790444444447,0.953711990021693,0.0173520587431895
"cg23443158",0.0102566511111111,0.927546074323792,0.0173520587431895
"cg27610561",-0.0195628000000001,0.862258490422339,0.0173520587431895
"cg25721516",0.112752782222222,0.309388972615117,0.0173520587431895
"cg16617830",0.00883405666666665,0.937553989647187,0.0173520587431895
"cg26764972",0.0109844766666666,0.922389578245544,0.0173520587431895
"cg27353825",0.00756298444444442,0.94652350891105,0.0173520587431895
"cg15041487",0.0068753033333333,0.951371835733418,0.0173520587431895
"cg04402486",-0.00200286777777775,0.985825467967369,0.0173520587431895
"cg15123087",-0.0174430666666666,0.876990767092109,0.0173520587431895
"cg00389552",-0.0404756111111111,0.719008470197465,0.0173520587431895
"cg08686426",-0.0179443666666668,0.873468554833047,0.0173520587431895
"cg17154729",0.118886467777778,0.28258978207281,0.0173520587431895
"cg05059349",0.00811294555555553,0.942615920541594,0.0173520587431895
"cg17396400",-0.00543588222222224,0.961534227130225,0.0173520587431895
"cg04664583",0.172302342222222,0.111422845236138,0.0173520587431895
"cg01472026",-0.00524088888888891,0.962909288297744,0.0173520587431895
"cg13058551",0.00462844777777777,0.967239701450236,0.0173520587431895
"cg15415743",-0.103698557333333,0.350731493904971,0.0173520587431895
"cg04218559",0.0991902933333333,0.372549641334878,0.0173520587431895
"cg17058724",0.01204987,0.914813047053669,0.0173520587431895
"cg24433844",-0.000364566666666732,0.997417181399264,0.0173520587431895
"cg18882436",-0.0102193433333334,0.927680613702994,0.0173520587431895
"cg05320460",-0.037046911111111,0.741709532168473,0.0173520587431895
"cg16852920",-0.00511307333333333,0.963776512670623,0.0173520587431895
"cg06761921",0.113182457777778,0.306597202228434,0.0173520587431895
"cg20086657",-0.00913786111111109,0.935302051727106,0.0173520587431895
"cg15859850",0.0984829322222222,0.375635653332314,0.0173520587431895
"cg08338641",0.00256220666666668,0.981841642818397,0.0173520587431895
"cg02546691",0.0309087222222222,0.783380440471284,0.0173520587431895
"cg12646252",-0.000597865555555521,0.995762192636269,0.0173520587431895
"cg06096382",0.0133478222222222,0.905584188957746,0.0173520587431895
"cg24728257",-0.00823331111111103,0.941685189060313,0.0173520587431895
"cg01671785",0.00322365555555554,0.977150629242275,0.0173520587431895
"cg09146364",0.00719652777777779,0.949014552926577,0.0173520587431895
"cg22836207",0.00238806666666658,0.983071696993685,0.0173520587431895
"cg12694021",-0.105325835222222,0.342306953080812,0.0173520587431895
"cg10111314",0.103628522222222,0.350364009194061,0.0173520587431895
"rs11249206",-0.0112248588888889,0.920534438953295,0.0173520587431895
"cg23505044",-0.101323033111111,0.361457742642692,0.0173520587431895
"rs213028",-0.000445578888888881,0.996840479085478,0.0173520587431895
"cg11107468",-0.00469072111111113,0.966735565729292,0.0173520587431895
"cg08967584",0.00645371111111109,0.95423927757736,0.0173520587431895
"cg24559073",0.0199000507777778,0.859481527934885,0.0173520587431895
"cg24608181",0.00332743444444444,0.976392785721328,0.0173520587431895
"cg13775524",-0.0368867126666667,0.74244242076733,0.0173520587431895
"cg08148209",0.101145738888889,0.361914976977036,0.0173520587431895
"cg03395511",-0.00407204555555557,0.971103900745987,0.0173520587431895
"cg24587400",0.244728566666667,0.0173413997583958,0.0173520587431895
"cg23954206",0.0106884711111112,0.924227239550159,0.0173520587431895
"cg02700878",-0.0299744388888888,0.789442890680631,0.0173520587431895
"cg11130234",0.0222930544444444,0.84263880121464,0.0173520587431895
"cg00917018",-0.00102545777777779,0.992718284359021,0.0173520587431895
"cg17294479",0.000522001111111114,0.996292928957813,0.0173520587431895
"cg12501871",-0.0102736633333333,0.927128836029453,0.0173520587431895
"cg08997628",0.104126784444444,0.347137329603014,0.0173520587431895
"cg21966453",0.0191783564444444,0.86437300378924,0.0173520587431895
