"","beta","pval","padj"
"cg14501977",0.184695333333333,0.0144189363395246,0.034181281779722
"cg16937168",-0.214800944444444,0.00300174783696548,0.0173520587431895
"cg21004104",0.212765022222222,0.00338655746836855,0.0173520587431895
"cg09858955",0.210571222222222,0.00384931892391943,0.0173520587431895
"cg20452141",0.213029477777778,0.00333121861861794,0.0173520587431895
"cg11601375",0.2046389,0.0053651461752742,0.017676001778573
"cg22597914",0.221067155555556,0.00201902247772925,0.0173520587431895
"cg00762354",0.215276922222222,0.00290427928786608,0.0173520587431895
"cg10538369",0.228525766666667,0.00121378753837403,0.0173520587431895
"cg13165840",0.228190555555556,0.0012414878507788,0.0173520587431895
"cg20042412",0.228117677777778,0.00124691720614295,0.0173520587431895
"cg06294954",0.211104222222222,0.00370956105833907,0.0173520587431895
"cg12511929",0.222572877777778,0.00181137926505373,0.0173520587431895
"cg02660271",-0.2038123,0.00555504446410168,0.0178437784854088
"cg12567635",0.208295544444444,0.00432980068604683,0.0173520587431895
"cg05700704",0.210815022222222,0.003744715380155,0.0173520587431895
"cg24631609",0.203201855555556,0.0057349149504955,0.0180883671487488
"cg05456909",0.215669111111111,0.00279707539818489,0.0173520587431895
"cg13712627",0.200275944444444,0.00669073572174604,0.0193188051175687
"cg01499479",-0.208647755555556,0.00423526402019539,0.0173520587431895
"cg14157461",0.204301888888889,0.00539356405226679,0.0176906658464169
"cg08363235",0.205022488888889,0.0051843552573643,0.0175284477841223
"cg07558734",0.225726422222222,0.00145249030651061,0.0173520587431895
"cg15805955",0.217913188888889,0.00242953225530641,0.0173520587431895
"cg23255601",0.204628633333333,0.00529313594143507,0.0176558885571206
"cg11915312",0.211748544444444,0.00353156648657619,0.0173520587431895
"cg13105453",-0.209110644444445,0.0041126279730024,0.0173520587431895
"cg26502474",0.206426466666667,0.00476714011847729,0.0173520587431895
"cg10804254",-0.200065666666667,0.006714280762948,0.0193511413503503
"cg17440408",0.212596066666667,0.00333438987292415,0.0173520587431895
"cg19462022",0.182568977777778,0.0155600930072731,0.0365689612391848
"cg02204989",0.219760577777778,0.00213357938515679,0.0173520587431895
"cg15139641",0.219101911111111,0.00222529517316933,0.0173520587431895
"cg17257916",0.212141555555555,0.00341260023016952,0.0173520587431895
"cg21861532",0.208045855555555,0.00432462498723588,0.0173520587431895
"cg26986871",-0.212461077777778,0.0033389413385787,0.0173520587431895
"cg12167803",0.218966066666667,0.00223314081964963,0.0173520587431895
"cg13075279",0.200131633333333,0.00664248629583305,0.0192731359229162
"cg26753859",0.211599611111111,0.00349677617149566,0.0173520587431895
"cg00637826",0.176917233333333,0.0197275256425185,0.0453767122312098
"cg03887721",-0.197899777777778,0.0074244359468229,0.0204614467323216
"cg02407647",0.216567044444444,0.00257782168908733,0.0173520587431895
"cg16640962",0.222049322222222,0.00180937333743201,0.0173520587431895
"cg11330512",0.208470411111111,0.0041673198692714,0.0173520587431895
"cg00632379",0.201860444444444,0.00600784736409175,0.0184211656760576
"cg14946295",0.207689155555555,0.00435321372941387,0.0173520587431895
"cg03819192",0.219166266666667,0.00217451657833313,0.0173520587431895
"cg00123762",-0.206871251333333,0.00455692791438779,0.0173520587431895
"cg26006165",0.216662077777778,0.00254694816154888,0.0173520587431895
"cg14787753",0.208824666666667,0.00407605142290381,0.0173520587431895
"cg07564444",-0.226476255555556,0.00132849965610162,0.0173520587431895
"cg27133496",0.184219477777778,0.014263356834044,0.0338435326469189
"cg00397274",0.218425377777778,0.00227268955160427,0.0173520587431895
"cg27472156",-0.212078011111111,0.00336129451904889,0.0173520587431895
"cg04844084",0.225780644444444,0.00138969112205343,0.0173520587431895
"cg21375027",0.222708311111111,0.00171363948516062,0.0173520587431895
"cg22950111",0.222699233333333,0.00171112268828914,0.0173520587431895
"cg19259764",0.209905655555556,0.00379779424457988,0.0173520587431895
"cg22708630",0.209200344444444,0.00395433397604143,0.0173520587431895
"cg23855636",0.215770166666667,0.00266271067289305,0.0173520587431895
"cg00269140",0.224512688888889,0.00150217358451007,0.0173520587431895
"cg22164403",0.210652255555555,0.00361967903247902,0.0173520587431895
"cg14772684",0.221556144444444,0.00182887922416504,0.0173520587431895
"cg23460943",0.203069622222222,0.00554803999578375,0.0178362894215992
"cg07440017",-0.195702755555556,0.00815131477950286,0.0216517017856384
"cg23459483",0.207053266666667,0.00442079446859039,0.0173520587431895
"cg17205181",0.206891366666666,0.00445996139176614,0.0173520587431895
"cg11740348",0.218492633333333,0.0022115085043252,0.0173520587431895
"cg07323924",0.201388166666667,0.00602625681470704,0.0184401983314169
"cg10923428",-0.209436088888889,0.00383809269439845,0.0173520587431895
"cg08543244",0.211923366666667,0.0033095078041799,0.0173520587431895
"cg25841625",0.227066488888889,0.00123109924931507,0.0173520587431895
"cg10838368",0.211167177777778,0.00345766887131361,0.0173520587431895
"cg12407703",0.201815522222222,0.00586323205778664,0.0182586186216105
"cg00915507",0.211424088888889,0.00339927643777553,0.0173520587431895
"cg27642159",0.199397533333333,0.00666372250575839,0.0192956347690924
"cg26743136",0.207654666666667,0.00423141059668107,0.0173520587431895
"cg09101894",0.204591855555556,0.00502688199374676,0.0174503914035395
"cg23190164",0.2245605,0.00145901304445767,0.0173520587431895
"cg16466485",0.2167312,0.00244746666817174,0.0173520587431895
"cg06059360",0.194757222222222,0.00843316050833342,0.0221433612187377
"cg17876463",0.208648177777778,0.00398055596623092,0.0173520587431895
"cg01400411",0.2177824,0.00228179992645064,0.0173520587431895
"cg03317172",0.212798566666667,0.00310742740857217,0.0173520587431895
"cg17424433",0.196765477777778,0.00759439171648739,0.0207157439074942
"cg07223952",0.210681488888889,0.00352520847829894,0.0173520587431895
"cg01649713",0.208451144444444,0.00401673105845981,0.0173520587431895
"cg14241894",0.211266733333333,0.00340409546999045,0.0173520587431895
"cg14115856",0.205855733333333,0.00465682141074238,0.0173520587431895
"cg22476027",-0.197674255555556,0.00723979491398701,0.0201798607401579
"cg23098214",0.209158344444444,0.00384892090294772,0.0173520587431895
"cg03492850",0.192986033333333,0.00917241200590063,0.0234858840248384
"cg09354264",0.214454666666667,0.00279614099141151,0.0173520587431895
"cg26919176",0.213404044444444,0.0029820541300071,0.0173520587431895
"cg12408507",0.214517411111111,0.00278480070961699,0.0173520587431895
"cg18077652",0.216861755555555,0.00240274204676191,0.0173520587431895
"cg27597037",0.211852033333333,0.00327086709841789,0.0173520587431895
"cg08304084",-0.227129977777778,0.00120110616446229,0.0173520587431895
"cg03973516",0.222364588888889,0.00166991370942647,0.0173520587431895
"cg13036352",-0.1906682,0.0102229410856264,0.0254840859669111
"cg06702726",0.1964445,0.00766450576105842,0.0208550590581771
"cg01602666",0.213920233333333,0.00287121709302945,0.0173520587431895
"cg02605292",0.2100479,0.00362312278234017,0.0173520587431895
"cg01314530",0.204023377777778,0.00510562211300956,0.0174892624585644
"cg22609908",0.230402066666667,0.000937919750710269,0.0173520587431895
"cg23405198",0.210822922222222,0.00344842906083961,0.0173520587431895
"cg04722610",0.208056666666667,0.00405376389218586,0.0173520587431895
"cg08139688",0.216856555555555,0.00237511692970223,0.0173520587431895
"cg12549451",0.207692222222222,0.00413252492375516,0.0173520587431895
"cg07891862",0.230106255555555,0.000952949887480391,0.0173520587431895
"cg07235562",0.218947277777778,0.00206821253498814,0.0173520587431895
"cg26676413",0.211124811111111,0.00336491923138563,0.0173520587431895
"cg08054265",-0.198404722222222,0.00686011784866414,0.0195643393308593
"cg10660848",-0.198863388888889,0.00669182023590918,0.0193188051175687
"cg13831540",0.204404122222222,0.00495488739167918,0.0173961954622571
"cg10477755",0.209868711111111,0.00362038882703861,0.0173520587431895
"cg01449103",-0.203357888888889,0.00524330763863075,0.0176091184067863
"cg02711904",0.219365933333333,0.00200182724265574,0.0173520587431895
"cg15809542",0.204194722222222,0.00500361049573249,0.017437264767593
"cg00272608",0.199485533333333,0.00645420522318105,0.0190161652776148
"cg18693822",-0.201385388888889,0.00582226391464186,0.018220843875077
"cg17407259",0.219736322222222,0.0019455783962737,0.0173520587431895
"cg15039797",0.195606922222222,0.00788657566101145,0.0212081037226054
"cg10029385",0.213959555555555,0.0028128309190173,0.0173520587431895
"cg11106946",0.203502066666667,0.00517519750328624,0.0175236539716979
"cg18812058",0.222034366666667,0.00166261850200516,0.0173520587431895
"cg02549466",0.226852333333333,0.00118798317057508,0.0173520587431895
"cg01933871",0.210653644444444,0.00342612403875465,0.0173520587431895
"cg14035730",0.210862655555556,0.00338011002623993,0.0173520587431895
"cg00985960",0.220828811111111,0.00179894524362569,0.0173520587431895
"cg18698628",0.210600422222222,0.00343226360691321,0.0173520587431895
"cg24682512",0.218762322222222,0.00205822963722881,0.0173520587431895
"cg23335202",0.223718133333333,0.00147473916878968,0.0173520587431895
"cg03743981",0.206117044444444,0.00444575403236649,0.0173520587431895
"cg02160630",0.213313588888889,0.00290273734936693,0.0173520587431895
"cg21514880",0.190643322222222,0.0100394912174292,0.0251427278172533
"cg09976400",0.218454655555555,0.0020955667090893,0.0173520587431895
"cg05023809",0.221510533333333,0.0017106292826578,0.0173520587431895
"cg13803455",0.222590022222222,0.00158887857467823,0.0173520587431895
"cg13770573",0.209885966666667,0.00356619030806878,0.0173520587431895
"cg02589899",0.211492422222222,0.00323760727495371,0.0173520587431895
"cg12517457",0.216739588888889,0.00233218190037915,0.0173520587431895
"cg24003508",-0.199297155555556,0.00643345258612241,0.0189945455746159
"cg05912063",-0.212307688888889,0.00305499504385501,0.0173520587431895
"cg06543730",0.213177911111111,0.00289549682224951,0.0173520587431895
"cg23600624",0.208901577777778,0.0037425374977439,0.0173520587431895
"cg01691358",0.210288133333333,0.00344482042253451,0.0173520587431895
"cg17412542",0.208061522222222,0.00392752665244174,0.0173520587431895
"cg05664352",0.209072122222222,0.00369488242625874,0.0173520587431895
"cg01271485",0.213172833333333,0.0028831402763343,0.0173520587431895
"cg12450789",0.1933312,0.00868474653110833,0.0225724406266623
"cg21902966",0.226916466666667,0.00114879084828997,0.0173520587431895
"cg23925455",0.220507944444444,0.00179473024902261,0.0173520587431895
"cg26607103",0.216806455555555,0.00228712851197188,0.0173520587431895
"cg12620935",0.230040811111111,0.000911761220177107,0.0173520587431895
"cg15938795",-0.214150577777778,0.0027038790112583,0.0173520587431895
"cg12435059",0.221546777777778,0.00167018212009282,0.0173520587431895
"cg18087761",0.188542711111111,0.0109626519675462,0.0269385722264313
"cg20746341",0.203114922222222,0.00516207635225495,0.0175138876721916
"cg21114429",0.203980944444444,0.0049187731355966,0.0173753238432502
"cg19481954",0.185155077777778,0.0128084660346528,0.0307858815879168
"cg24088496",-0.212437711111111,0.0029801352039754,0.0173520587431895
"cg27155252",0.196113155555556,0.00746518989168421,0.0205095448952522
"cg16180276",0.205619,0.00445123885031286,0.0173520587431895
"cg03239523",-0.193916522222222,0.00834060327693213,0.0219836163338644
"cg04295664",0.2152023,0.00249790056226396,0.0173520587431895
"cg12157852",0.206441477777778,0.00423793830825687,0.0173520587431895
"cg25768273",0.208814077777778,0.00368804373377649,0.0173520587431895
"cg22821358",0.207853366666667,0.00390068530356841,0.0173520587431895
"cg19798702",0.214252677777778,0.00264446284365222,0.0173520587431895
"cg22954978",0.214438877777778,0.00261060722218014,0.0173520587431895
"cg25193114",-0.198883066666667,0.00640045024809976,0.0189586796448453
"cg15987788",0.216047088888889,0.00234126469505559,0.0173520587431895
"cg06203243",0.205477622222222,0.00443626758318358,0.0173520587431895
"cg00872256",0.193225244444444,0.00855952608792617,0.0223521718141548
"cg25916714",0.216948244444444,0.00220470572029976,0.0173520587431895
"cg13282971",-0.215903355555556,0.00235615641394869,0.0173520587431895
"cg02376728",0.203761333333333,0.00487772924901951,0.0173636559934426
"cg17673914",0.212321922222222,0.00294720207101897,0.0173520587431895
"cg02140384",-0.193872777777778,0.00826844369742522,0.0218626221507806
"cg23815312",0.206682122222222,0.00412225422381366,0.0173520587431895
"cg12248457",0.1936557,0.00834406957125581,0.0219870080929007
"cg18069268",0.206968711111111,0.00404901393203551,0.0173520587431895
"cg26366091",-0.213722866666667,0.00269240831344495,0.0173520587431895
"cg07968499",-0.183774522222222,0.013428528178152,0.0320519306691504
"cg15773893",0.211189111111111,0.00313988224368899,0.0173520587431895
"cg26120247",0.198042277777778,0.00662054819464658,0.0192528018667058
"cg15176543",0.206864944444444,0.00404200386531933,0.0173520587431895
"cg02116383",0.203539222222222,0.00488363654973014,0.0173646505566076
"cg03776176",0.204646611111111,0.00458520526456233,0.0173520587431895
"cg04375063",0.207944666666667,0.00378546825414468,0.0173520587431895
"cg15124198",0.220921666666667,0.00166207911098231,0.0173520587431895
"cg23599408",0.198553155555556,0.00640367393666567,0.0189598044016748
"cg13633871",0.205771266666667,0.00428530092866801,0.0173520587431895
"cg15472194",0.209204033333333,0.00350160425250114,0.0173520587431895
"cg14886530",0.197839511111111,0.00663924692584284,0.0192665319960616
"cg21359528",0.190001022222222,0.00990600588008443,0.0248644725905734
"cg17083583",-0.204551066666667,0.00459142663706411,0.0173520587431895
"cg19647096",-0.208276077777778,0.00369892808212301,0.0173520587431895
"cg16075007",0.206108322222222,0.00419540708956332,0.0173520587431895
"cg00091899",0.230492061111111,0.000828421393571371,0.0173520587431895
"cg11247129",0.200088322222222,0.00587016356309502,0.0182586736021618
"cg17421626",0.200521088888889,0.00573318966508506,0.0180883671487488
"cg09093476",0.205001033333333,0.00446112246769648,0.0173520587431895
"cg22521320",0.178689022222222,0.0167090875818622,0.0390080251706834
"cg14289852",0.193247666666667,0.00838204982682521,0.0220435235419466
"cg06005913",0.193053066666667,0.00846353532112466,0.0221907061382398
"cg17817935",0.211156933333333,0.00308923846777048,0.0173520587431895
"cg16574631",0.215885588888889,0.00229522356065551,0.0173520587431895
"cg24402983",0.202300955555556,0.00516925174981756,0.0175199178099222
"cg22210652",-0.198320055555556,0.00641789619254397,0.0189822425097426
"cg04187939",0.212623388888889,0.00280507971659837,0.0173520587431895
"cg20532937",-0.2038277,0.00471985729482907,0.0173520587431895
"cg19448365",0.213939111111111,0.0025748510693486,0.0173520587431895
"cg08686582",0.197493922222222,0.00666455935012859,0.0192956347690924
"cg17936925",0.201644666666667,0.00531753641566949,0.017676001778573
"cg20355539",0.197020866666667,0.00682893778618143,0.0195167017248611
"cg10610648",0.2154369,0.00233351094859173,0.0173520587431895
"cg26274401",0.206409644444444,0.00404843741299521,0.0173520587431895
"cg11970797",-0.208661166666667,0.00354345781710612,0.0173520587431895
"cg16744803",0.198212411111111,0.00639345377924265,0.0189562394672174
"cg04180419",0.206786166666667,0.0039507304809024,0.0173520587431895
"cg10677018",0.220458755555556,0.00166128100086808,0.0173520587431895
"cg14230256",0.204381722222222,0.00453274373054509,0.0173520587431895
"cg15441535",0.217138577777778,0.00207301941659104,0.0173520587431895
"cg12968939",0.202381988888889,0.00507110724425045,0.0174680869078598
"cg13841248",-0.213776777777778,0.00257134316069255,0.0173520587431895
"cg19417166",0.215061011111111,0.00236582351851305,0.0173520587431895
"cg26116551",0.193630133333333,0.00806627072223685,0.021527277080963
"cg08583277",0.216775433333333,0.00210933918246794,0.0173520587431895
"cg14060176",0.190240655555555,0.00955831950472706,0.0241890914962092
"cg10104534",0.203904433333333,0.00462429759038287,0.0173520587431895
"cg16929139",0.210685188888889,0.00309465199875592,0.0173520587431895
"cg23593910",0.205309066666667,0.00425332367007968,0.0173520587431895
"cg03243118",0.214534177777778,0.00241568857791265,0.0173520587431895
"cg05627821",0.203645533333333,0.00464643147419346,0.0173520587431895
"cg00468670",0.215404466666667,0.00227517103315767,0.0173520587431895
"cg23879973",0.206171544444444,0.00401212537730187,0.0173520587431895
"cg10649897",0.1956649,0.00717744194801021,0.0200936224748326
"cg00086869",-0.212579063888889,0.00271518879502335,0.0173520587431895
"cg12384562",-0.205505633333333,0.00415437880079754,0.0173520587431895
"cg21400549",0.207312011111111,0.00373066631692624,0.0173520587431895
"cg09647122",-0.203363233333333,0.0046759841575719,0.0173520587431895
"cg03726377",0.199397822222222,0.00582768641160706,0.018220843875077
"cg10087036",-0.207870003333333,0.00359149003030178,0.0173520587431895
"cg14115178",0.207017388888889,0.00377707482473134,0.0173520587431895
"cg10378325",-0.216428744444444,0.00209519098719702,0.0173520587431895
"cg06850464",0.189450766666667,0.00975288913458694,0.0245766168088089
"cg07173118",0.201761755555556,0.00509973100150451,0.0174864130609013
"cg06091171",0.219476811111111,0.0017045308443294,0.0173520587431895
"cg19503307",0.215721666666667,0.00218836110718642,0.0173520587431895
"cg10900313",0.209619633333333,0.00321404283509112,0.0173520587431895
"cg16001422",-0.190739255555556,0.00912221742143086,0.0234028054380578
"cg20642006",0.203308811111111,0.00465091169428907,0.0173520587431895
"cg17164401",0.216420988888889,0.00208080814051781,0.0173520587431895
"cg26860122",0.2038155,0.00450824469294173,0.0173520587431895
"cg04623987",0.205064877777778,0.00419092472912292,0.0173520587431895
"cg17138624",0.214537511111111,0.00234617877781208,0.0173520587431895
"cg08110693",0.196936111111111,0.00659025974666375,0.0192304048633316
"cg08665528",-0.2114831,0.00284638302084311,0.0173520587431895
"cg00472908",0.207120911111111,0.00371136611267775,0.0173520587431895
"cg26987928",-0.202725855555556,0.00478725695416586,0.0173520587431895
"cg08370787",-0.211692366666667,0.00280579040563347,0.0173520587431895
"cg00493363",0.1929329,0.00811655600642374,0.0215986934097003
"cg11523221",0.2140551,0.00241391119918782,0.0173520587431895
"cg03281257",0.204989488888889,0.00419506592317777,0.0173520587431895
"cg13508949",0.205125155555555,0.00415754054080903,0.0173520587431895
"cg27005906",0.207817977777778,0.00354416069385586,0.0173520587431895
"cg05069950",0.194993222222222,0.00727211414435261,0.0202340404684269
"cg17375177",0.217955222222222,0.00186022129593125,0.0173520587431895
"cg26244646",-0.220336622222222,0.00157935465847504,0.0173520587431895
"cg07996037",0.2038119,0.00447151241537601,0.0173520587431895
"cg23418714",0.208604233333333,0.00336991203261867,0.0173520587431895
"cg25563772",0.196630233333333,0.00665197435977238,0.0192810851007895
"cg21588347",0.203037533333333,0.00466987266666974,0.0173520587431895
"cg04567513",0.208917622222222,0.00329453765818848,0.0173520587431895
"cg23233468",-0.211532822222222,0.00280360428139037,0.0173520587431895
"cg02238794",0.214083633333333,0.0023816740373125,0.0173520587431895
"cg14639704",-0.214549855555556,0.00230017455300411,0.0173520587431895
"cg21184589",-0.2024386,0.00479188826193849,0.0173520587431895
"cg22951653",-0.215328833333333,0.00218241173384774,0.0173520587431895
"cg26147269",0.199579211111111,0.00561652058793446,0.0179134766713363
"cg03940437",0.224211055555556,0.00118140124384622,0.0173520587431895
"cg14963654",0.202672233333333,0.00471824638930745,0.0173520587431895
"cg01408875",0.207415288888889,0.00357558887112186,0.0173520587431895
"cg00595472",0.216674644444444,0.00198932208307994,0.0173520587431895
"cg04155024",0.190478233333333,0.00905112661645236,0.023300622001422
"cg26038133",0.201391333333333,0.00506001212668054,0.0174680869078598
"cg06728055",-0.187495744444445,0.0104821518718728,0.0259619860603661
"cg12480674",-0.213052933333333,0.00251098642367338,0.0173520587431895
"cg15668468",-0.197230944444445,0.00635232358919155,0.0189029120344935
"cg10796788",0.211336822222222,0.00279561715966795,0.0173520587431895
"cg21472050",0.2086044,0.00330593933508319,0.0173520587431895
"cg04112878",0.187800944444444,0.0102936097116199,0.0256091795288465
"cg02536263",0.214488922222222,0.00227931768162861,0.0173520587431895
"cg23150827",0.203946366666667,0.00434774157131223,0.0173520587431895
"cg03252823",0.2142935,0.00230625239190332,0.0173520587431895
"cg18006647",0.223843944444444,0.00119641091229987,0.0173520587431895
"cg06200397",0.1944925,0.00731145897262712,0.0202903981341275
"cg18442992",0.210316077777778,0.00295659943722341,0.0173520587431895
"cg16279624",0.201358155555555,0.00502082343120865,0.0174440713160734
"cg03070236",0.218091063333333,0.00178138739424903,0.0173520587431895
"cg09404321",0.209780388888889,0.00305091423626334,0.0173520587431895
"cg25172127",0.201967766666667,0.00484463311480299,0.017354945781132
"cg00055945",-0.212755625,0.002522380634989,0.0173520587431895
"cg06783058",0.210331533333333,0.00293488537984114,0.0173520587431895
"cg06522790",-0.220511911111111,0.00149251192269275,0.0173520587431895
"cg17101530",0.215439333333333,0.00210599610108941,0.0173520587431895
"cg12760533",0.2042589,0.00420871283263696,0.0173520587431895
"cg22549545",0.1782438,0.0159286216835081,0.0373429180248695
"cg00246969",-0.208339788888889,0.00328869401941517,0.0173520587431895
"cg19563670",0.208980333333333,0.00316094386811416,0.0173520587431895
"cg19369070",-0.196129577777778,0.00660233552284694,0.0192341982484921
"cg19027424",0.211462977777778,0.00270430593782063,0.0173520587431895
"cg02891208",0.198444577777778,0.00581835167566035,0.0182136537037419
"cg21343436",0.214705188888889,0.00219057158375692,0.0173520587431895
"cg22255773",-0.209415322222222,0.0030611752720159,0.0173520587431895
"cg13356058",0.199111555555555,0.00558839728131569,0.0178838265230702
"cg05245416",0.222894466666667,0.00124132151383485,0.0173520587431895
"cg00661810",0.202620488888889,0.00457524211919858,0.0173520587431895
"cg11848967",0.199614266666667,0.00541868051702236,0.017713801849194
"cg08528404",0.2127687,0.00246428989164742,0.0173520587431895
"cg26503038",0.215405388888889,0.00207058996042618,0.0173520587431895
"cg09445803",0.179485722222222,0.0148905201244919,0.0351772268473704
"cg05715727",0.214727177777778,0.00215691757083223,0.0173520587431895
"cg01410118",0.208051388888889,0.00329065813152109,0.0173520587431895
"cg14159956",0.2115798,0.00263997682816922,0.0173520587431895
"cg25497868",0.193626833333333,0.00742564943542663,0.0204615056255568
"cg13966957",0.203123922222222,0.00439496160923853,0.0173520587431895
"cg10169070",0.215769411111111,0.0020009259064567,0.0173520587431895
"cg17022548",-0.2162876,0.00193039494037374,0.0173520587431895
"cg10455565",0.189379933333333,0.00921547102975601,0.0235479009320455
"cg16585489",0.208843077777778,0.00311266386304349,0.0173520587431895
"cg19272853",-0.219435777777778,0.00155222985681364,0.0173520587431895
"cg09059395",0.201469111111111,0.00481517683671497,0.0173520587431895
"cg13822738",0.206382266666667,0.00360814181798291,0.0173520587431895
"cg06784602",0.2049111,0.00393828319755892,0.0173520587431895
"cg14531201",0.202918977777778,0.00442328297176562,0.0173520587431895
"cg10854764",0.197019211111111,0.00615204957110477,0.0186384844619463
"cg13750269",0.210649244444444,0.00275879270165686,0.0173520587431895
"cg21605700",0.214053811111111,0.0022112416948778,0.0173520587431895
"cg15787438",-0.218911633333333,0.00159254509193012,0.0173520587431895
"cg10042938",0.198612266666667,0.00560771898370352,0.0178960235637578
"cg05323448",0.198530088888889,0.00563230952742857,0.0179391910223384
"cg25946646",-0.215528922222222,0.00200120483350918,0.0173520587431895
"cg26835568",0.195816244444444,0.00652183471848598,0.0191144042159613
"cg00433866",0.214641666666667,0.00212000085775927,0.0173520587431895
"cg22102332",0.214512955555555,0.0021360412585459,0.0173520587431895
"cg06410824",0.208228388888889,0.00318787027784448,0.0173520587431895
"cg27179041",-0.206651677777778,0.00350922487380764,0.0173520587431895
"cg21437653",0.210387222222222,0.00278304118142181,0.0173520587431895
"cg13313003",0.205132544444444,0.0038353652588582,0.0173520587431895
"cg13256645",-0.207994877777778,0.00322273773030228,0.0173520587431895
"cg15523980",0.215157933333333,0.00203737040973351,0.0173520587431895
"cg18106345",-0.193540133333333,0.00732638813579635,0.0203172161281097
"cg11181843",0.211321644444444,0.00261002916553231,0.0173520587431895
"cg11140360",0.207323933333333,0.00334843463943337,0.0173520587431895
"cg02658797",0.201533844444444,0.00471486947647305,0.0173520587431895
"cg19601328",-0.204854911111111,0.00387988887938043,0.0173520587431895
"cg05910888",0.196048611111111,0.00638988269301336,0.0189562394672174
"cg02782187",0.207490866666667,0.00330797451958663,0.0173520587431895
"cg19640026",0.199155777777778,0.0053816761685047,0.017683232334948
"cg02550398",-0.2318446,0.000588088413885116,0.0173520587431895
"cg04609889",0.205032911111111,0.00382626764304846,0.0173520587431895
"cg25213620",0.209385233333333,0.00293322048780263,0.0173520587431895
"cg15410088",0.223656033333333,0.00111144506544236,0.0173520587431895
"cg02035366",0.183459933333333,0.0120842828128825,0.0292381653474996
"cg24123664",0.197256866666667,0.00595568333609217,0.0183562439084363
"cg04658278",0.200741077777778,0.00489980173074576,0.0173751834423609
"cg17779296",0.2127616,0.00235869731512478,0.0173520587431895
"cg26755962",0.20297,0.00430790973131371,0.0173520587431895
"cg09565111",0.195056511111111,0.00670387727856701,0.0193390372957364
"cg07155331",0.203421922222222,0.00419215097193017,0.0173520587431895
"cg01321637",0.2062674,0.00353848838838323,0.0173520587431895
"cg19787508",0.212459711111111,0.0024017831078879,0.0173520587431895
"cg15643158",0.188298044444444,0.00951331519905323,0.0241229483044485
"cg06263351",0.2065268,0.00348119798593714,0.0173520587431895
"cg15808673",-0.207049511111111,0.00336387190984828,0.0173520587431895
"cg06433023",-0.173613833333333,0.018875815526754,0.0435478498713901
"cg02012806",0.210832033333333,0.00265669718001535,0.0173520587431895
"cg02783912",0.207124211111111,0.00334400341854651,0.0173520587431895
"cg24588527",0.217344444444444,0.00172212962226201,0.0173520587431895
"cg26605642",0.192845788888889,0.00749808777191685,0.0205596045295225
"cg04570934",0.1986643,0.00546548721437317,0.0177440475529801
"cg18707985",0.2113593,0.00255645848726994,0.0173520587431895
"cg15961919",0.206029177777778,0.00356111613742362,0.0173520587431895
"cg16956773",0.219424744444444,0.00148605318076382,0.0173520587431895
"cg01258786",0.2018669,0.00455198075543969,0.0173520587431895
"cg25801976",-0.203227744444444,0.00420302771579348,0.0173520587431895
"cg25758137",0.211733988888889,0.00248941118297781,0.0173520587431895
"cg02251893",0.2146687,0.00205347915584234,0.0173520587431895
"cg25046867",0.1904296,0.00847142700509441,0.0221997563026583
"cg09407067",0.230231844444444,0.00065443814150155,0.0173520587431895
"cg12124368",0.193066144444444,0.00737774133436822,0.0203974048503407
"cg06850315",0.194638811111111,0.00678488191096289,0.019438137547523
"cg12487647",0.206544088888889,0.00343386094410456,0.0173520587431895
"cg00882896",0.197266077777778,0.00586792461678173,0.0182586186216105
"cg16443856",0.199147877777778,0.00528357846925826,0.0176532417807131
"cg05229723",0.206327344444444,0.00346833703390726,0.0173520587431895
"cg07026968",0.219024366666667,0.00151324522349392,0.0173520587431895
"cg27296341",-0.225998988888889,0.000905125344293374,0.0173520587431895
"cg20390453",0.193757877777778,0.00707562486891022,0.019911706399072
"cg20168658",0.199180866666667,0.00525747085437789,0.0176218228737318
"cg07172882",0.210299844444444,0.00270239901827223,0.0173520587431895
"cg26725047",0.173569655555556,0.018717986789313,0.0432485831546049
"cg01854676",0.1987983,0.00536160085007977,0.017676001778573
"cg18191867",0.210564355555555,0.00265275469474868,0.0173520587431895
"cg10592033",0.194771455555556,0.00668788198254903,0.0193180399703622
"cg26067096",0.213061022222222,0.00225700786065921,0.0173520587431895
"cg12980723",0.212840055555555,0.00228683761663827,0.0173520587431895
"cg09032957",-0.208246944444444,0.00306453403113693,0.0173520587431895
"cg05631603",0.205091688888889,0.00371477304997625,0.0173520587431895
"cg13114088",0.215206822222222,0.00194724207278952,0.0173520587431895
"cg19224761",0.221130533333333,0.00128593137747636,0.0173520587431895
"cg08448697",0.206807244444444,0.00332749150784965,0.0173520587431895
"cg04741746",0.202153111111111,0.00439254279420204,0.0173520587431895
"cg14847947",0.2090551,0.00288912658250886,0.0173520587431895
"cg11845532",-0.209877022222222,0.00274266313397215,0.0173520587431895
"cg18772584",0.206985155555556,0.00328476939109837,0.0173520587431895
"cg23045908",-0.201030188888889,0.0046702617224276,0.0173520587431895
"cg12096406",0.2144757,0.00202687337477171,0.0173520587431895
"cg20014398",-0.1927723,0.0073628313894692,0.0203745083420146
"cg01475204",0.208133633333333,0.00304846236330064,0.0173520587431895
"cg06401227",-0.204392922222222,0.00381931755508046,0.0173520587431895
"cg02904344",0.193709277777778,0.0069751232976265,0.019752445177252
